fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;estupro;roubos;furtos;sequestro_relampago;estelionato;trafico_drogas
3303609;Paracambi;2018;4;Baixada Fluminense;1;0;0;1;0;31;16;0;14;7
3303708;Paraíba do Sul;2018;4;Interior;1;0;0;0;0;3;21;0;2;9
3303807;Paraty;2018;4;Interior;3;0;0;0;5;11;20;0;7;1
3303856;Paty do Alferes;2018;4;Interior;0;0;0;0;1;2;5;0;1;1
3303906;Petrópolis;2018;4;Interior;5;0;0;0;17;34;159;0;39;32
3303955;Pinheiral;2018;4;Interior;0;0;0;0;2;3;16;0;0;2
3304003;Piraí;2018;4;Interior;0;0;0;0;2;1;10;0;1;10
3304102;Porciúncula;2018;4;Interior;0;0;0;0;0;0;24;0;1;4
3304110;Porto Real;2018;4;Interior;1;0;0;0;0;4;9;0;1;5
3304128;Quatis;2018;4;Interior;0;0;0;0;0;0;2;0;0;3
3304144;Queimados;2018;4;Baixada Fluminense;8;0;0;2;3;115;50;0;15;7
3304151;Quissamã;2018;4;Interior;0;0;0;0;1;3;11;0;2;4
3304201;Resende;2018;4;Interior;8;0;0;0;3;36;71;0;28;18
3304300;Rio Bonito;2018;4;Interior;0;0;0;0;1;24;15;0;4;7
3304409;Rio Claro;2018;4;Interior;0;0;0;0;0;2;4;0;1;1
3304508;Rio das Flores;2018;4;Interior;0;0;0;0;0;0;4;0;0;0
3304524;Rio das Ostras;2018;4;Interior;6;0;0;0;1;108;99;0;22;13
3304557;Rio de Janeiro;2018;4;Capital;136;2;6;40;161;10188;6482;10;1611;159
3304607;Santa Maria Madalena;2018;4;Interior;0;0;0;0;0;1;4;0;1;0
3304706;Santo Antônio de Pádua;2018;4;Interior;0;0;0;0;1;7;12;0;4;12
3304755;São Francisco de Itabapoana;2018;4;Interior;1;0;0;0;1;0;18;0;4;1
3304805;São Fidélis;2018;4;Interior;0;0;0;0;0;2;26;0;6;3
3304904;São Gonçalo;2018;4;Grande Niterói;39;0;2;8;27;2057;433;3;82;53
3305000;São João da Barra;2018;4;Interior;0;0;0;0;1;4;38;0;5;1
3305109;São João de Meriti;2018;4;Baixada Fluminense;9;0;0;5;12;833;133;0;48;22
3305133;São José de Ubá;2018;4;Interior;0;0;0;0;0;0;2;0;1;0
3305158;São José do Vale do Rio Preto;2018;4;Interior;1;0;0;0;0;1;10;0;0;1
3305208;São Pedro da Aldeia;2018;4;Interior;1;0;0;0;6;42;43;0;12;16
3305307;São Sebastião do Alto;2018;4;Interior;0;0;0;0;0;0;2;0;0;0
3305406;Sapucaia;2018;4;Interior;0;0;0;0;1;0;4;0;0;1
3305505;Saquarema;2018;4;Interior;1;0;0;0;5;24;52;0;6;7
3305554;Seropédica;2018;4;Baixada Fluminense;3;0;0;0;2;66;48;0;5;3
3305604;Silva Jardim;2018;4;Interior;1;0;0;0;0;8;4;0;0;1
3305703;Sumidouro;2018;4;Interior;0;0;0;0;0;3;2;0;1;2
3305752;Tanguá;2018;4;Interior;2;0;0;0;2;34;5;0;2;4
3305802;Teresópolis;2018;4;Interior;0;0;0;0;12;13;127;0;17;26
3305901;Trajano de Moraes;2018;4;Interior;0;0;0;0;1;0;5;0;1;2
3306008;Três Rios;2018;4;Interior;2;0;0;0;3;9;83;0;7;13
3306107;Valença;2018;4;Interior;1;0;0;0;3;3;24;0;5;8
3306156;Varre-Sai;2018;4;Interior;0;0;0;0;0;1;10;0;0;0
3306206;Vassouras;2018;4;Interior;1;0;0;0;1;7;15;0;1;2
3306305;Volta Redonda;2018;4;Interior;2;0;2;3;5;44;88;0;42;33
3300100;Angra dos Reis;2018;5;Interior;5;0;0;3;9;71;81;0;20;26
3300159;Aperibé;2018;5;Interior;0;0;0;0;0;1;5;0;1;2
3300209;Araruama;2018;5;Interior;8;0;1;0;4;48;95;0;28;17
3300225;Areal;2018;5;Interior;0;0;0;0;0;0;1;0;0;0
3300233;Armação dos Búzios;2018;5;Interior;1;0;0;0;1;10;30;0;10;4
3300258;Arraial do Cabo;2018;5;Interior;3;0;0;0;1;4;18;0;8;7
3300308;Barra do Piraí;2018;5;Interior;1;0;0;0;2;14;28;0;10;21
3300407;Barra Mansa;2018;5;Interior;2;0;0;0;2;17;96;0;19;29
3300456;Belford Roxo;2018;5;Baixada Fluminense;8;0;1;8;8;677;94;0;26;21
3300506;Bom Jardim;2018;5;Interior;0;0;0;0;1;2;4;0;5;1
3300605;Bom Jesus do Itabapoana;2018;5;Interior;0;0;0;0;2;3;22;0;4;12
3300704;Cabo Frio;2018;5;Interior;8;0;0;2;11;63;102;0;50;25
3300803;Cachoeiras de Macacu;2018;5;Interior;2;0;0;0;3;12;23;0;2;4
3300902;Cambuci;2018;5;Interior;4;0;0;0;0;0;2;0;0;2
3300936;Carapebus;2018;5;Interior;2;0;0;0;0;2;1;0;0;0
3300951;Comendador Levy Gasparian;2018;5;Interior;0;0;0;0;0;0;4;0;0;0
3301009;Campos dos Goytacazes;2018;5;Interior;19;0;1;1;11;179;288;0;60;38
3301108;Cantagalo;2018;5;Interior;0;0;0;0;0;2;7;0;3;2
3301157;Cardoso Moreira;2018;5;Interior;1;0;0;0;0;1;4;0;0;1
3301207;Carmo;2018;5;Interior;0;0;0;0;1;2;8;0;2;0
3301306;Casimiro de Abreu;2018;5;Interior;3;0;0;2;5;15;12;0;2;2
3301405;Conceição de Macabu;2018;5;Interior;0;0;0;0;0;4;7;0;2;0
3301504;Cordeiro;2018;5;Interior;0;0;0;0;0;1;6;0;2;8
3301603;Duas Barras;2018;5;Interior;0;0;0;0;1;0;1;0;0;1
3301702;Duque de Caxias;2018;5;Baixada Fluminense;26;0;0;9;34;1651;438;0;146;52
3301801;Engenheiro Paulo de Frontin;2018;5;Interior;0;0;0;0;1;0;3;0;0;4
3301850;Guapimirim;2018;5;Baixada Fluminense;4;0;0;0;4;30;24;0;5;3
3301876;Iguaba Grande;2018;5;Interior;2;0;0;0;2;5;12;0;2;5
3301900;Itaboraí;2018;5;Interior;13;0;0;4;10;378;80;1;18;35
3302007;Itaguaí;2018;5;Baixada Fluminense;11;0;0;2;5;101;63;0;13;10
3302056;Italva;2018;5;Interior;0;0;0;0;0;0;8;0;2;1
3302106;Itaocara;2018;5;Interior;0;0;0;0;0;0;21;0;4;3
3302205;Itaperuna;2018;5;Interior;1;0;0;0;1;3;40;0;17;19
3302254;Itatiaia;2018;5;Interior;2;0;0;0;3;4;11;0;0;15
3302270;Japeri;2018;5;Baixada Fluminense;0;0;0;5;6;39;31;0;4;7
3302304;Laje do Muriaé;2018;5;Interior;0;0;0;0;0;1;0;0;1;2
3302403;Macaé;2018;5;Interior;12;0;1;0;7;130;139;0;36;29
3302452;Macuco;2018;5;Interior;0;0;0;0;0;0;0;0;0;2
3302502;Magé;2018;5;Baixada Fluminense;19;0;0;1;13;174;110;0;21;21
3302601;Mangaratiba;2018;5;Interior;2;0;0;1;1;14;34;0;3;2
3302700;Maricá;2018;5;Grande Niterói;3;0;0;0;3;107;128;0;16;8
3302809;Mendes;2018;5;Interior;0;0;0;0;1;0;2;0;3;3
3302858;Mesquita;2018;5;Baixada Fluminense;2;0;0;4;4;283;85;0;18;16
3302908;Miguel Pereira;2018;5;Interior;0;0;0;0;0;1;16;0;0;1
3303005;Miracema;2018;5;Interior;1;0;0;0;2;0;11;0;0;11
3303104;Natividade;2018;5;Interior;0;0;0;0;1;0;9;0;2;1
3303203;Nilópolis;2018;5;Baixada Fluminense;3;0;0;0;5;374;81;0;30;5
3303302;Niterói;2018;5;Grande Niterói;6;1;1;3;4;809;483;1;113;17
3303401;Nova Friburgo;2018;5;Interior;1;0;0;0;1;9;89;0;27;31
3303500;Nova Iguaçu;2018;5;Baixada Fluminense;29;0;1;12;30;1087;372;0;117;24
3303609;Paracambi;2018;5;Baixada Fluminense;0;0;0;0;1;15;20;0;9;4
3303708;Paraíba do Sul;2018;5;Interior;2;0;0;0;0;0;13;0;1;1
3303807;Paraty;2018;5;Interior;2;0;0;0;0;9;35;0;3;6
3303856;Paty do Alferes;2018;5;Interior;0;0;0;0;0;1;8;0;2;0
3303906;Petrópolis;2018;5;Interior;4;0;0;0;10;33;203;0;36;31
3303955;Pinheiral;2018;5;Interior;0;0;0;0;0;7;9;0;2;2
3304003;Piraí;2018;5;Interior;2;0;0;0;2;2;9;0;1;11
3304102;Porciúncula;2018;5;Interior;0;0;0;0;0;0;23;0;3;2
3304110;Porto Real;2018;5;Interior;1;0;0;0;2;4;10;0;1;0
3304128;Quatis;2018;5;Interior;0;0;0;0;0;1;0;0;0;3
3304144;Queimados;2018;5;Baixada Fluminense;7;0;0;1;3;93;64;0;13;0
3304151;Quissamã;2018;5;Interior;2;0;0;0;2;3;11;0;3;3
3304201;Resende;2018;5;Interior;6;0;0;0;1;28;72;0;25;18
3304300;Rio Bonito;2018;5;Interior;1;0;0;0;1;35;24;0;9;8
3304409;Rio Claro;2018;5;Interior;0;0;0;0;1;2;1;0;0;0
3304508;Rio das Flores;2018;5;Interior;0;0;0;0;0;0;2;0;0;0
3304524;Rio das Ostras;2018;5;Interior;7;0;0;0;6;160;96;0;31;16
3304557;Rio de Janeiro;2018;5;Capital;115;0;5;59;137;10441;6865;4;1847;211
3304607;Santa Maria Madalena;2018;5;Interior;0;0;0;0;2;0;5;0;0;1
3304706;Santo Antônio de Pádua;2018;5;Interior;2;0;0;0;2;2;18;0;7;11
3304755;São Francisco de Itabapoana;2018;5;Interior;1;0;0;0;3;3;14;0;2;2
3304805;São Fidélis;2018;5;Interior;0;0;0;0;0;1;15;0;2;3
3304904;São Gonçalo;2018;5;Grande Niterói;26;1;0;21;30;2379;515;0;87;65
3305000;São João da Barra;2018;5;Interior;2;0;0;0;3;2;54;0;5;1
3305109;São João de Meriti;2018;5;Baixada Fluminense;11;0;2;6;11;778;169;1;90;37
3305133;São José de Ubá;2018;5;Interior;0;0;0;0;0;0;3;0;0;1
3305158;São José do Vale do Rio Preto;2018;5;Interior;0;0;0;0;3;0;6;0;1;1
3305208;São Pedro da Aldeia;2018;5;Interior;5;0;0;1;4;40;77;0;8;14
3305307;São Sebastião do Alto;2018;5;Interior;0;0;0;0;0;0;2;0;0;0
3305406;Sapucaia;2018;5;Interior;0;0;0;0;1;0;6;0;3;1
3305505;Saquarema;2018;5;Interior;2;0;0;0;5;36;100;0;7;6
3305554;Seropédica;2018;5;Baixada Fluminense;5;0;0;0;5;87;56;0;3;2
3305604;Silva Jardim;2018;5;Interior;0;0;0;0;1;6;4;0;2;2
3305703;Sumidouro;2018;5;Interior;1;0;0;0;1;0;2;0;2;1
3305752;Tanguá;2018;5;Interior;3;0;0;0;1;37;45;0;1;3
3305802;Teresópolis;2018;5;Interior;0;0;0;0;7;7;120;0;22;36
3305901;Trajano de Moraes;2018;5;Interior;0;0;0;0;0;1;7;0;0;1
3306008;Três Rios;2018;5;Interior;0;0;0;0;3;7;67;0;6;25
3306107;Valença;2018;5;Interior;0;0;0;0;0;1;11;0;11;10
3306156;Varre-Sai;2018;5;Interior;0;0;0;0;0;0;4;0;0;1
3306206;Vassouras;2018;5;Interior;1;0;0;0;2;3;11;0;4;2
3306305;Volta Redonda;2018;5;Interior;11;0;0;0;2;54;111;0;58;27
3300100;Angra dos Reis;2018;6;Interior;9;0;0;4;5;67;61;0;11;30
3300159;Aperibé;2018;6;Interior;0;0;0;0;0;1;5;0;0;2
3300209;Araruama;2018;6;Interior;5;0;0;2;6;63;88;0;16;14
3300225;Areal;2018;6;Interior;0;0;0;0;1;0;2;0;0;0
3300233;Armação dos Búzios;2018;6;Interior;2;0;0;1;1;21;44;0;2;3
3300258;Arraial do Cabo;2018;6;Interior;0;0;0;0;1;2;17;0;2;6
3300308;Barra do Piraí;2018;6;Interior;2;0;0;0;1;3;23;0;9;25
3300407;Barra Mansa;2018;6;Interior;3;0;0;0;3;38;140;0;14;17
3300456;Belford Roxo;2018;6;Baixada Fluminense;20;0;1;14;6;526;98;0;28;19
3300506;Bom Jardim;2018;6;Interior;2;0;0;0;0;5;7;0;5;2
3300605;Bom Jesus do Itabapoana;2018;6;Interior;1;0;0;0;0;1;25;0;3;11
3300704;Cabo Frio;2018;6;Interior;9;0;0;3;8;69;113;0;33;21
3300803;Cachoeiras de Macacu;2018;6;Interior;3;0;0;0;0;12;23;0;4;6
3300902;Cambuci;2018;6;Interior;0;0;0;0;0;1;4;0;1;4
3300936;Carapebus;2018;6;Interior;0;0;0;0;1;9;2;0;0;1
3300951;Comendador Levy Gasparian;2018;6;Interior;0;0;0;0;0;0;4;0;0;0
3301009;Campos dos Goytacazes;2018;6;Interior;14;0;0;0;9;242;309;0;57;39
3301108;Cantagalo;2018;6;Interior;0;0;0;0;1;4;8;0;3;5
3301157;Cardoso Moreira;2018;6;Interior;0;0;0;0;0;1;2;0;0;1
3301207;Carmo;2018;6;Interior;0;0;0;0;1;0;3;0;3;0
3301306;Casimiro de Abreu;2018;6;Interior;1;0;0;0;0;11;8;0;0;4
3301405;Conceição de Macabu;2018;6;Interior;0;0;0;0;1;4;5;0;3;4
3301504;Cordeiro;2018;6;Interior;0;0;0;0;0;6;18;0;3;3
3301603;Duas Barras;2018;6;Interior;0;0;0;0;1;1;4;0;0;2
3301702;Duque de Caxias;2018;6;Baixada Fluminense;25;0;2;19;28;1530;374;1;134;47
3301801;Engenheiro Paulo de Frontin;2018;6;Interior;0;0;0;0;1;0;4;0;0;4
3301850;Guapimirim;2018;6;Baixada Fluminense;2;0;0;0;2;35;22;0;6;2
3301876;Iguaba Grande;2018;6;Interior;0;0;0;0;1;9;14;0;1;6
3301900;Itaboraí;2018;6;Interior;17;1;1;1;9;446;71;0;22;30
3302007;Itaguaí;2018;6;Baixada Fluminense;8;0;0;6;6;81;48;0;18;5
3302056;Italva;2018;6;Interior;1;0;0;0;1;0;19;0;2;0
3302106;Itaocara;2018;6;Interior;0;0;0;0;1;1;8;0;3;5
3302205;Itaperuna;2018;6;Interior;1;0;0;0;5;5;42;0;10;22
3302254;Itatiaia;2018;6;Interior;1;0;1;0;5;5;19;0;0;1
3302270;Japeri;2018;6;Baixada Fluminense;7;0;1;4;1;29;23;0;7;4
3302304;Laje do Muriaé;2018;6;Interior;0;0;0;0;1;0;2;0;0;0
3302403;Macaé;2018;6;Interior;11;0;0;4;6;160;136;0;39;20
3302452;Macuco;2018;6;Interior;0;0;0;0;0;0;1;0;0;0
3302502;Magé;2018;6;Baixada Fluminense;5;0;0;2;12;167;87;2;19;14
3302601;Mangaratiba;2018;6;Interior;1;0;0;0;1;11;47;0;5;5
3302700;Maricá;2018;6;Grande Niterói;7;0;0;0;4;102;82;0;15;9
3302809;Mendes;2018;6;Interior;0;0;0;0;1;4;3;0;3;0
3302858;Mesquita;2018;6;Baixada Fluminense;1;0;0;0;2;201;97;0;15;17
3302908;Miguel Pereira;2018;6;Interior;0;0;0;0;1;0;24;0;3;2
3303005;Miracema;2018;6;Interior;1;0;0;0;1;0;11;0;0;10
3303104;Natividade;2018;6;Interior;0;0;0;0;1;0;10;0;0;5
3303203;Nilópolis;2018;6;Baixada Fluminense;2;0;0;0;6;322;77;0;27;5
3303302;Niterói;2018;6;Grande Niterói;8;0;0;9;8;693;476;1;107;39
3303401;Nova Friburgo;2018;6;Interior;0;0;0;0;3;14;86;0;33;28
3303500;Nova Iguaçu;2018;6;Baixada Fluminense;23;0;1;9;28;1063;375;0;124;28
3303609;Paracambi;2018;6;Baixada Fluminense;1;0;0;2;1;25;21;0;4;4
3303708;Paraíba do Sul;2018;6;Interior;1;0;0;0;0;2;18;0;3;5
3303807;Paraty;2018;6;Interior;0;0;0;0;3;8;13;0;3;9
3303856;Paty do Alferes;2018;6;Interior;0;0;0;0;0;1;16;0;0;0
3303906;Petrópolis;2018;6;Interior;4;0;0;0;19;42;161;0;30;30
3303955;Pinheiral;2018;6;Interior;0;0;0;0;0;8;13;0;0;3
3304003;Piraí;2018;6;Interior;0;0;0;0;2;2;7;0;1;3
3304102;Porciúncula;2018;6;Interior;0;0;0;0;0;0;7;0;4;3
3304110;Porto Real;2018;6;Interior;0;0;0;0;0;3;9;0;0;3
3304128;Quatis;2018;6;Interior;0;0;0;0;1;0;2;0;0;3
3304144;Queimados;2018;6;Baixada Fluminense;7;0;0;3;4;156;72;0;14;4
3304151;Quissamã;2018;6;Interior;1;0;0;0;0;1;18;0;1;3
3304201;Resende;2018;6;Interior;4;1;0;0;5;42;68;0;11;28
3304300;Rio Bonito;2018;6;Interior;2;0;0;0;2;22;19;0;5;10
3304409;Rio Claro;2018;6;Interior;0;0;0;0;0;6;4;0;1;1
3304508;Rio das Flores;2018;6;Interior;0;0;0;0;0;0;5;0;0;3
3304524;Rio das Ostras;2018;6;Interior;4;0;0;0;1;152;84;0;33;9
3304557;Rio de Janeiro;2018;6;Capital;105;4;3;44;151;9779;6170;7;1666;192
3304607;Santa Maria Madalena;2018;6;Interior;0;0;0;0;0;2;2;0;1;0
3304706;Santo Antônio de Pádua;2018;6;Interior;0;0;0;0;1;4;18;0;7;13
3304755;São Francisco de Itabapoana;2018;6;Interior;0;0;0;0;0;5;24;0;3;1
3304805;São Fidélis;2018;6;Interior;0;0;0;0;0;1;20;0;3;1
3304904;São Gonçalo;2018;6;Grande Niterói;28;0;0;19;22;2283;599;0;143;48
3305000;São João da Barra;2018;6;Interior;1;0;0;0;2;6;36;0;3;1
3305109;São João de Meriti;2018;6;Baixada Fluminense;8;0;0;5;19;720;168;0;67;39
3305133;São José de Ubá;2018;6;Interior;0;0;0;0;0;1;0;0;0;0
3305158;São José do Vale do Rio Preto;2018;6;Interior;0;0;0;0;1;1;9;0;0;0
3305208;São Pedro da Aldeia;2018;6;Interior;3;0;0;0;4;42;57;0;9;11
3305307;São Sebastião do Alto;2018;6;Interior;0;0;0;0;0;1;1;0;0;0
3305406;Sapucaia;2018;6;Interior;0;0;0;0;0;1;9;0;1;0
3305505;Saquarema;2018;6;Interior;3;0;0;0;2;34;61;0;3;4
3305554;Seropédica;2018;6;Baixada Fluminense;1;0;0;1;5;76;33;0;7;1
3305604;Silva Jardim;2018;6;Interior;1;0;0;0;0;5;5;0;3;3
3305703;Sumidouro;2018;6;Interior;0;0;0;0;1;1;3;0;0;2
3305752;Tanguá;2018;6;Interior;0;0;1;0;1;22;8;0;2;1
3305802;Teresópolis;2018;6;Interior;3;0;0;1;4;9;96;0;24;24
3305901;Trajano de Moraes;2018;6;Interior;0;0;0;0;0;0;2;0;0;0
3306008;Três Rios;2018;6;Interior;0;0;0;0;0;6;54;0;6;18
3306107;Valença;2018;6;Interior;1;0;0;0;0;2;22;0;3;11
3306156;Varre-Sai;2018;6;Interior;0;0;0;0;2;0;1;0;0;0
3306206;Vassouras;2018;6;Interior;0;0;0;0;1;5;7;0;1;5
3306305;Volta Redonda;2018;6;Interior;5;0;0;2;5;54;108;0;33;43
3300100;Angra dos Reis;2018;7;Interior;16;0;0;8;10;74;68;0;13;31
3300159;Aperibé;2018;7;Interior;0;0;0;0;0;0;4;0;0;2
3300209;Araruama;2018;7;Interior;7;0;0;0;3;53;98;0;24;14
3300225;Areal;2018;7;Interior;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2018;7;Interior;2;0;0;0;2;19;51;0;7;7
3300258;Arraial do Cabo;2018;7;Interior;0;0;0;0;1;6;23;0;3;1
3300308;Barra do Piraí;2018;7;Interior;1;0;0;0;3;6;26;0;9;14
3300407;Barra Mansa;2018;7;Interior;3;0;0;0;0;17;73;0;11;24
3300456;Belford Roxo;2018;7;Baixada Fluminense;21;0;0;7;8;633;102;3;28;26
3300506;Bom Jardim;2018;7;Interior;0;0;0;0;0;1;4;0;3;1
3300605;Bom Jesus do Itabapoana;2018;7;Interior;0;0;0;0;2;2;30;0;4;7
3300704;Cabo Frio;2018;7;Interior;9;0;0;0;4;97;103;0;38;25
3300803;Cachoeiras de Macacu;2018;7;Interior;2;0;0;0;0;30;15;0;6;5
3300902;Cambuci;2018;7;Interior;0;0;0;0;1;0;3;0;0;4
3300936;Carapebus;2018;7;Interior;0;0;0;0;0;1;4;0;0;1
3300951;Comendador Levy Gasparian;2018;7;Interior;0;0;0;0;0;0;3;0;0;3
3301009;Campos dos Goytacazes;2018;7;Interior;19;0;0;0;13;204;303;0;67;52
3301108;Cantagalo;2018;7;Interior;0;0;0;0;0;2;10;0;1;1
3301157;Cardoso Moreira;2018;7;Interior;0;0;0;0;2;1;7;0;0;1
3301207;Carmo;2018;7;Interior;0;0;0;0;0;2;7;0;1;3
3301306;Casimiro de Abreu;2018;7;Interior;0;0;0;0;3;5;21;0;1;1
3301405;Conceição de Macabu;2018;7;Interior;0;0;0;0;1;4;4;0;2;4
3301504;Cordeiro;2018;7;Interior;0;0;0;0;1;0;21;0;4;5
3301603;Duas Barras;2018;7;Interior;0;0;0;0;0;0;4;0;0;2
3301702;Duque de Caxias;2018;7;Baixada Fluminense;22;0;2;21;30;1456;369;0;119;38
3301801;Engenheiro Paulo de Frontin;2018;7;Interior;0;0;0;0;0;0;4;0;1;3
3301850;Guapimirim;2018;7;Baixada Fluminense;2;0;0;0;3;31;23;0;7;5
3301876;Iguaba Grande;2018;7;Interior;1;0;0;0;0;15;19;0;2;0
3301900;Itaboraí;2018;7;Interior;17;2;0;1;9;335;85;0;23;29
3302007;Itaguaí;2018;7;Baixada Fluminense;4;0;0;4;7;101;53;0;11;8
3302056;Italva;2018;7;Interior;0;0;0;0;0;0;17;0;0;1
3302106;Itaocara;2018;7;Interior;1;0;0;0;0;1;10;0;4;2
3302205;Itaperuna;2018;7;Interior;5;0;0;0;1;4;51;0;13;19
3302254;Itatiaia;2018;7;Interior;0;0;0;0;0;9;6;0;3;3
3302270;Japeri;2018;7;Baixada Fluminense;8;0;0;9;3;54;33;0;3;9
3302304;Laje do Muriaé;2018;7;Interior;0;0;0;0;0;0;6;0;1;0
3302403;Macaé;2018;7;Interior;7;0;0;2;10;119;125;0;37;18
3302452;Macuco;2018;7;Interior;0;0;0;0;0;0;1;0;0;0
3302502;Magé;2018;7;Baixada Fluminense;14;0;0;1;13;157;86;0;28;14
3302601;Mangaratiba;2018;7;Interior;8;0;0;1;1;16;24;0;4;3
3302700;Maricá;2018;7;Grande Niterói;5;0;0;1;5;79;74;0;10;21
3302809;Mendes;2018;7;Interior;0;0;0;0;0;0;4;0;1;3
3302858;Mesquita;2018;7;Baixada Fluminense;2;0;0;1;7;223;85;0;24;21
3302908;Miguel Pereira;2018;7;Interior;0;0;0;0;1;3;15;0;8;4
3303005;Miracema;2018;7;Interior;1;0;0;0;0;1;17;0;3;5
3303104;Natividade;2018;7;Interior;0;0;0;0;0;1;3;0;3;7
3303203;Nilópolis;2018;7;Baixada Fluminense;1;0;0;0;0;306;74;0;29;9
3303302;Niterói;2018;7;Grande Niterói;9;0;0;12;23;629;479;0;126;36
3303401;Nova Friburgo;2018;7;Interior;2;0;0;0;7;9;86;0;20;31
3303500;Nova Iguaçu;2018;7;Baixada Fluminense;29;1;1;8;24;959;381;1;108;36
3303609;Paracambi;2018;7;Baixada Fluminense;0;0;0;0;0;16;29;0;3;5
3303708;Paraíba do Sul;2018;7;Interior;0;1;0;0;1;1;23;0;4;9
3303807;Paraty;2018;7;Interior;3;0;0;1;1;5;29;0;2;7
3303856;Paty do Alferes;2018;7;Interior;3;0;0;0;0;1;13;0;0;0
3303906;Petrópolis;2018;7;Interior;2;0;0;1;14;31;196;0;34;35
3303955;Pinheiral;2018;7;Interior;0;0;0;0;1;5;14;0;0;1
3304003;Piraí;2018;7;Interior;0;0;0;0;0;5;13;0;1;5
3304102;Porciúncula;2018;7;Interior;0;0;0;0;2;0;8;0;1;1
3304110;Porto Real;2018;7;Interior;1;0;0;0;1;5;16;0;0;3
3304128;Quatis;2018;7;Interior;0;0;0;0;2;1;9;0;0;0
3304144;Queimados;2018;7;Baixada Fluminense;10;0;0;0;6;106;66;0;14;5
3304151;Quissamã;2018;7;Interior;1;0;0;0;1;6;14;0;2;3
3304201;Resende;2018;7;Interior;5;0;0;0;4;26;50;0;13;25
3304300;Rio Bonito;2018;7;Interior;1;0;0;0;4;27;27;0;5;6
3304409;Rio Claro;2018;7;Interior;1;0;0;0;0;1;10;0;1;1
3304508;Rio das Flores;2018;7;Interior;0;0;0;0;0;0;1;0;2;1
3304524;Rio das Ostras;2018;7;Interior;5;0;0;0;5;72;106;0;22;13
3304557;Rio de Janeiro;2018;7;Capital;89;1;5;40;115;9306;6628;2;1977;191
3304607;Santa Maria Madalena;2018;7;Interior;1;0;0;0;0;1;8;0;3;0
3304706;Santo Antônio de Pádua;2018;7;Interior;1;0;0;0;0;6;29;0;8;21
3304755;São Francisco de Itabapoana;2018;7;Interior;0;0;0;0;4;3;17;0;4;3
3304805;São Fidélis;2018;7;Interior;0;0;0;0;2;0;14;0;6;1
3304904;São Gonçalo;2018;7;Grande Niterói;35;0;1;10;17;2052;519;1;126;47
3305000;São João da Barra;2018;7;Interior;2;0;0;0;2;7;26;0;3;0
3305109;São João de Meriti;2018;7;Baixada Fluminense;10;0;0;0;8;656;168;1;67;23
3305133;São José de Ubá;2018;7;Interior;0;0;0;0;0;0;1;0;0;0
3305158;São José do Vale do Rio Preto;2018;7;Interior;0;0;0;0;0;4;9;0;1;1
3305208;São Pedro da Aldeia;2018;7;Interior;6;0;0;1;3;36;42;0;6;2
3305307;São Sebastião do Alto;2018;7;Interior;0;0;0;0;0;1;0;0;0;0
3305406;Sapucaia;2018;7;Interior;0;0;0;0;0;2;14;0;1;1
3305505;Saquarema;2018;7;Interior;1;0;0;0;9;28;63;0;7;4
3305554;Seropédica;2018;7;Baixada Fluminense;3;0;0;0;1;61;32;0;8;3
3305604;Silva Jardim;2018;7;Interior;2;0;0;0;1;2;7;0;1;3
3305703;Sumidouro;2018;7;Interior;0;0;0;0;0;0;3;0;0;0
3305752;Tanguá;2018;7;Interior;1;0;0;0;1;37;8;0;2;2
3305802;Teresópolis;2018;7;Interior;1;0;0;1;10;8;106;0;37;33
3305901;Trajano de Moraes;2018;7;Interior;0;0;0;0;1;1;3;0;0;0
3306008;Três Rios;2018;7;Interior;3;0;0;0;1;8;59;0;7;21
3306107;Valença;2018;7;Interior;0;0;0;0;0;1;22;0;7;13
3306156;Varre-Sai;2018;7;Interior;0;0;0;0;0;0;6;0;0;0
3306206;Vassouras;2018;7;Interior;0;0;0;0;0;4;22;0;0;3
3306305;Volta Redonda;2018;7;Interior;5;1;0;0;4;44;135;0;41;31
3300100;Angra dos Reis;2018;8;Interior;12;0;0;7;4;52;54;0;16;13
3300159;Aperibé;2018;8;Interior;0;0;0;0;0;0;2;0;0;2
3300209;Araruama;2018;8;Interior;5;0;0;0;5;41;111;0;25;18
3300225;Areal;2018;8;Interior;0;0;0;0;0;0;3;0;0;0
3300233;Armação dos Búzios;2018;8;Interior;0;0;0;3;2;8;33;0;7;8
3300258;Arraial do Cabo;2018;8;Interior;0;0;0;0;0;2;20;0;4;7
3300308;Barra do Piraí;2018;8;Interior;1;0;0;0;2;4;33;0;4;19
3300407;Barra Mansa;2018;8;Interior;3;0;0;0;7;8;87;0;24;30
3300456;Belford Roxo;2018;8;Baixada Fluminense;16;0;2;18;12;613;106;0;39;28
3300506;Bom Jardim;2018;8;Interior;1;0;0;0;0;1;4;0;5;3
3300605;Bom Jesus do Itabapoana;2018;8;Interior;1;0;0;0;4;3;30;0;3;3
3300704;Cabo Frio;2018;8;Interior;9;0;1;1;8;84;103;0;25;38
3300803;Cachoeiras de Macacu;2018;8;Interior;1;0;0;0;1;17;22;0;7;11
3300902;Cambuci;2018;8;Interior;0;0;0;0;0;0;4;0;3;1
3300936;Carapebus;2018;8;Interior;0;0;0;0;0;3;2;0;0;0
