fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;estupro;roubos;furtos;sequestro_relampago;estelionato;trafico_drogas
3301876;Iguaba Grande;2014;10;Interior;0;0;0;0;0;3;40;0;1;1
3301900;Itaboraí;2014;10;Interior;8;0;2;0;7;116;141;0;41;23
3302007;Itaguaí;2014;10;Baixada Fluminense;6;0;0;0;7;76;121;0;27;7
3302056;Italva;2014;10;Interior;0;0;0;0;0;0;0;0;0;0
3302106;Itaocara;2014;10;Interior;1;0;0;0;1;2;18;0;2;2
3302205;Itaperuna;2014;10;Interior;1;0;0;0;2;2;56;0;10;17
3302254;Itatiaia;2014;10;Interior;0;0;0;0;1;1;19;0;1;5
3302270;Japeri;2014;10;Baixada Fluminense;7;0;0;0;6;18;27;0;11;7
3302304;Laje do Muriaé;2014;10;Interior;0;0;0;0;0;0;2;0;1;0
3302403;Macaé;2014;10;Interior;6;0;0;1;6;103;201;0;46;20
3302452;Macuco;2014;10;Interior;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2014;10;Baixada Fluminense;4;0;1;0;6;73;134;0;17;10
3302601;Mangaratiba;2014;10;Interior;1;0;0;0;2;7;36;0;5;1
3302700;Maricá;2014;10;Grande Niterói;6;0;0;0;7;41;102;0;14;4
3302809;Mendes;2014;10;Interior;0;1;0;0;0;1;6;0;0;3
3302858;Mesquita;2014;10;Baixada Fluminense;2;0;0;0;4;195;99;0;24;7
3302908;Miguel Pereira;2014;10;Interior;1;0;0;0;1;0;28;0;4;7
3303005;Miracema;2014;10;Interior;0;0;0;0;0;0;15;0;3;8
3303104;Natividade;2014;10;Interior;0;0;0;0;1;0;21;0;0;1
3303203;Nilópolis;2014;10;Baixada Fluminense;8;0;0;1;9;254;133;0;42;2
3303302;Niterói;2014;10;Grande Niterói;2;0;0;1;11;480;620;0;125;38
3303401;Nova Friburgo;2014;10;Interior;3;0;0;0;3;16;96;0;18;25
3303500;Nova Iguaçu;2014;10;Baixada Fluminense;31;1;0;1;30;885;484;0;122;49
3303609;Paracambi;2014;10;Baixada Fluminense;1;0;0;0;3;14;17;0;8;6
3303708;Paraíba do Sul;2014;10;Interior;0;0;0;0;0;3;16;0;4;3
3303807;Paraty;2014;10;Interior;3;0;0;0;5;2;39;0;8;7
3303856;Paty do Alferes;2014;10;Interior;0;0;0;0;0;0;0;0;0;0
3303906;Petrópolis;2014;10;Interior;1;0;0;0;18;10;210;0;31;21
3303955;Pinheiral;2014;10;Interior;0;0;0;0;0;0;25;0;0;3
3304003;Piraí;2014;10;Interior;1;0;0;0;1;6;16;0;2;8
3304102;Porciúncula;2014;10;Interior;0;0;0;0;1;0;12;0;0;0
3304110;Porto Real;2014;10;Interior;1;0;0;0;0;1;14;0;0;3
3304128;Quatis;2014;10;Interior;0;0;0;0;0;0;0;0;0;0
3304144;Queimados;2014;10;Baixada Fluminense;14;0;0;0;7;98;65;0;18;2
3304151;Quissamã;2014;10;Interior;0;0;0;0;1;6;14;0;2;2
3304201;Resende;2014;10;Interior;1;0;1;0;5;12;96;0;20;10
3304300;Rio Bonito;2014;10;Interior;0;0;0;0;4;8;35;0;5;4
3304409;Rio Claro;2014;10;Interior;0;0;0;0;1;0;5;0;1;0
3304508;Rio das Flores;2014;10;Interior;0;0;0;0;1;0;1;0;1;0
3304524;Rio das Ostras;2014;10;Interior;1;0;0;0;9;91;151;1;29;18
3304557;Rio de Janeiro;2014;10;Capital;115;1;6;13;149;6760;8136;5;1947;320
3304607;Santa Maria Madalena;2014;10;Interior;0;0;0;0;1;0;4;0;1;0
3304706;Santo Antônio de Pádua;2014;10;Interior;0;0;0;0;1;3;27;0;5;4
3304755;São Francisco de Itabapoana;2014;10;Interior;0;0;0;0;1;2;15;0;1;3
3304805;São Fidélis;2014;10;Interior;1;0;0;0;0;1;15;0;2;2
3304904;São Gonçalo;2014;10;Grande Niterói;29;0;1;11;19;1070;562;0;137;79
3305000;São João da Barra;2014;10;Interior;0;0;0;0;1;17;28;0;2;6
3305109;São João de Meriti;2014;10;Baixada Fluminense;9;0;0;2;9;616;242;0;80;21
3305133;São José de Ubá;2014;10;Interior;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2014;10;Interior;0;0;0;0;0;0;6;0;0;0
3305208;São Pedro da Aldeia;2014;10;Interior;5;0;0;0;5;17;54;0;7;11
3305307;São Sebastião do Alto;2014;10;Interior;0;0;0;0;0;1;3;0;1;0
3305406;Sapucaia;2014;10;Interior;0;0;0;0;1;1;10;0;0;3
3305505;Saquarema;2014;10;Interior;1;0;0;0;2;7;65;0;11;5
3305554;Seropédica;2014;10;Baixada Fluminense;12;0;0;0;2;41;24;0;10;6
3305604;Silva Jardim;2014;10;Interior;0;0;0;0;0;1;8;0;1;1
3305703;Sumidouro;2014;10;Interior;0;0;0;0;2;0;5;0;0;0
3305752;Tanguá;2014;10;Interior;1;0;0;0;0;5;9;0;2;2
3305802;Teresópolis;2014;10;Interior;2;0;0;1;4;10;107;0;19;19
3305901;Trajano de Moraes;2014;10;Interior;1;0;0;0;1;0;1;0;2;0
3306008;Três Rios;2014;10;Interior;0;0;0;0;5;3;64;0;4;7
3306107;Valença;2014;10;Interior;1;0;0;0;2;3;21;0;2;9
3306156;Varre-Sai;2014;10;Interior;0;0;0;0;0;0;0;0;0;0
3306206;Vassouras;2014;10;Interior;0;0;0;0;0;2;12;0;1;0
3306305;Volta Redonda;2014;10;Interior;4;0;0;0;8;21;151;1;28;40
3300100;Angra dos Reis;2014;11;Interior;6;0;0;1;6;19;102;0;13;13
3300159;Aperibé;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3300209;Araruama;2014;11;Interior;2;0;0;0;2;38;102;0;24;3
3300225;Areal;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2014;11;Interior;2;0;0;0;3;5;70;0;5;4
3300258;Arraial do Cabo;2014;11;Interior;0;0;0;0;0;3;17;0;6;3
3300308;Barra do Piraí;2014;11;Interior;5;0;0;0;5;5;28;0;4;14
3300407;Barra Mansa;2014;11;Interior;1;0;0;0;5;12;84;0;17;15
3300456;Belford Roxo;2014;11;Baixada Fluminense;13;0;0;12;17;328;112;0;31;16
3300506;Bom Jardim;2014;11;Interior;0;0;0;0;1;0;10;0;4;1
3300605;Bom Jesus do Itabapoana;2014;11;Interior;0;0;0;0;1;0;22;0;1;2
3300704;Cabo Frio;2014;11;Interior;9;0;0;1;10;52;204;0;34;37
3300803;Cachoeiras de Macacu;2014;11;Interior;0;0;0;0;4;9;30;0;4;1
3300902;Cambuci;2014;11;Interior;0;0;0;0;1;0;5;0;2;1
3300936;Carapebus;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3300951;Comendador Levy Gasparian;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3301009;Campos dos Goytacazes;2014;11;Interior;15;0;0;0;14;149;293;0;37;52
3301108;Cantagalo;2014;11;Interior;0;0;0;0;0;3;8;0;1;1
3301157;Cardoso Moreira;2014;11;Interior;0;0;0;0;1;0;13;0;0;0
3301207;Carmo;2014;11;Interior;0;0;1;0;1;1;6;0;1;1
3301306;Casimiro de Abreu;2014;11;Interior;1;0;0;0;0;8;19;0;4;2
3301405;Conceição de Macabu;2014;11;Interior;0;0;0;0;0;1;6;0;0;4
3301504;Cordeiro;2014;11;Interior;0;0;0;0;1;1;14;0;0;2
3301603;Duas Barras;2014;11;Interior;1;0;0;0;1;0;2;0;0;0
3301702;Duque de Caxias;2014;11;Baixada Fluminense;29;0;0;6;24;930;554;0;135;50
3301801;Engenheiro Paulo de Frontin;2014;11;Interior;0;0;0;0;0;0;5;0;0;1
3301850;Guapimirim;2014;11;Baixada Fluminense;1;0;0;0;0;16;23;0;4;1
3301876;Iguaba Grande;2014;11;Interior;0;0;0;0;2;3;16;0;1;1
3301900;Itaboraí;2014;11;Interior;1;0;0;0;9;114;147;0;27;21
3302007;Itaguaí;2014;11;Baixada Fluminense;4;0;0;0;4;100;126;0;20;10
3302056;Italva;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3302106;Itaocara;2014;11;Interior;1;0;0;0;1;2;13;0;1;2
3302205;Itaperuna;2014;11;Interior;0;0;1;0;4;4;73;0;3;12
3302254;Itatiaia;2014;11;Interior;0;0;0;0;0;1;17;0;1;7
3302270;Japeri;2014;11;Baixada Fluminense;2;0;0;0;5;11;31;0;10;7
3302304;Laje do Muriaé;2014;11;Interior;0;0;0;0;1;0;1;0;0;0
3302403;Macaé;2014;11;Interior;11;1;0;0;12;108;179;0;52;21
3302452;Macuco;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2014;11;Baixada Fluminense;6;1;0;0;9;91;112;0;16;8
3302601;Mangaratiba;2014;11;Interior;0;0;0;0;2;10;48;0;1;8
3302700;Maricá;2014;11;Grande Niterói;5;0;0;0;4;60;122;0;19;5
3302809;Mendes;2014;11;Interior;0;0;0;0;0;0;8;0;1;0
3302858;Mesquita;2014;11;Baixada Fluminense;5;0;0;2;22;183;83;0;25;16
3302908;Miguel Pereira;2014;11;Interior;0;0;1;0;6;1;25;0;7;2
3303005;Miracema;2014;11;Interior;0;0;0;0;1;2;18;0;0;2
3303104;Natividade;2014;11;Interior;0;0;0;0;2;0;12;0;2;2
3303203;Nilópolis;2014;11;Baixada Fluminense;0;0;1;0;3;229;119;0;47;3
3303302;Niterói;2014;11;Grande Niterói;4;0;1;0;15;521;684;0;121;38
3303401;Nova Friburgo;2014;11;Interior;1;0;0;2;6;12;114;0;20;20
3303500;Nova Iguaçu;2014;11;Baixada Fluminense;55;0;0;3;26;730;457;0;110;30
3303609;Paracambi;2014;11;Baixada Fluminense;1;0;0;0;2;10;10;0;4;3
3303708;Paraíba do Sul;2014;11;Interior;0;0;0;0;1;1;15;0;2;2
3303807;Paraty;2014;11;Interior;1;0;0;0;0;4;31;0;11;5
3303856;Paty do Alferes;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3303906;Petrópolis;2014;11;Interior;1;0;0;0;9;14;182;0;28;27
3303955;Pinheiral;2014;11;Interior;0;0;0;0;0;0;15;0;1;2
3304003;Piraí;2014;11;Interior;0;0;0;0;0;4;17;0;4;5
3304102;Porciúncula;2014;11;Interior;0;0;0;0;0;0;10;0;0;1
3304110;Porto Real;2014;11;Interior;0;0;0;0;0;1;15;0;0;0
3304128;Quatis;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3304144;Queimados;2014;11;Baixada Fluminense;6;0;0;0;3;100;88;0;17;6
3304151;Quissamã;2014;11;Interior;2;0;0;0;2;8;10;0;1;0
3304201;Resende;2014;11;Interior;4;0;0;0;2;11;122;0;8;16
3304300;Rio Bonito;2014;11;Interior;0;0;0;0;0;6;30;0;5;4
3304409;Rio Claro;2014;11;Interior;1;0;0;0;0;0;3;0;0;0
3304508;Rio das Flores;2014;11;Interior;1;0;0;0;0;1;3;0;1;1
3304524;Rio das Ostras;2014;11;Interior;4;0;0;0;10;66;110;0;26;11
3304557;Rio de Janeiro;2014;11;Capital;82;0;4;24;151;6846;7918;6;1646;355
3304607;Santa Maria Madalena;2014;11;Interior;0;0;0;0;0;0;7;0;0;0
3304706;Santo Antônio de Pádua;2014;11;Interior;1;0;0;0;0;2;26;0;1;4
3304755;São Francisco de Itabapoana;2014;11;Interior;2;0;0;0;0;2;29;0;0;1
3304805;São Fidélis;2014;11;Interior;0;0;0;0;0;2;16;0;2;1
3304904;São Gonçalo;2014;11;Grande Niterói;23;0;1;7;23;1004;575;0;110;83
3305000;São João da Barra;2014;11;Interior;0;0;0;0;1;15;23;0;0;1
3305109;São João de Meriti;2014;11;Baixada Fluminense;14;0;0;4;12;540;240;0;68;29
3305133;São José de Ubá;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2014;11;Interior;0;0;0;0;0;0;6;0;0;3
3305208;São Pedro da Aldeia;2014;11;Interior;3;0;0;0;4;13;54;0;8;12
3305307;São Sebastião do Alto;2014;11;Interior;1;0;0;0;0;2;2;0;0;0
3305406;Sapucaia;2014;11;Interior;0;0;0;0;1;3;7;0;0;2
3305505;Saquarema;2014;11;Interior;2;0;0;0;1;6;65;0;11;1
3305554;Seropédica;2014;11;Baixada Fluminense;11;0;0;1;2;42;30;0;5;3
3305604;Silva Jardim;2014;11;Interior;0;0;0;0;0;4;9;0;3;4
3305703;Sumidouro;2014;11;Interior;1;0;0;0;1;1;0;0;1;0
3305752;Tanguá;2014;11;Interior;0;0;0;0;1;5;6;0;0;3
3305802;Teresópolis;2014;11;Interior;1;0;0;0;3;20;124;0;10;22
3305901;Trajano de Moraes;2014;11;Interior;0;0;0;0;0;0;3;0;0;1
3306008;Três Rios;2014;11;Interior;0;0;0;0;4;3;37;0;8;7
3306107;Valença;2014;11;Interior;1;0;1;0;3;2;25;0;2;1
3306156;Varre-Sai;2014;11;Interior;0;0;0;0;0;0;0;0;0;0
3306206;Vassouras;2014;11;Interior;0;0;0;0;0;0;18;0;6;1
3306305;Volta Redonda;2014;11;Interior;2;0;0;0;5;21;192;0;24;32
3300100;Angra dos Reis;2014;12;Interior;10;0;0;0;7;37;113;0;19;11
3300159;Aperibé;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3300209;Araruama;2014;12;Interior;4;0;1;0;4;39;114;0;20;11
3300225;Areal;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2014;12;Interior;3;0;0;0;0;10;100;0;5;8
3300258;Arraial do Cabo;2014;12;Interior;1;0;0;0;0;2;27;0;6;2
3300308;Barra do Piraí;2014;12;Interior;5;0;0;0;1;2;34;0;10;6
3300407;Barra Mansa;2014;12;Interior;3;0;0;0;3;11;100;0;11;12
3300456;Belford Roxo;2014;12;Baixada Fluminense;20;0;0;5;9;357;144;1;23;23
3300506;Bom Jardim;2014;12;Interior;0;0;0;0;4;0;7;0;0;0
3300605;Bom Jesus do Itabapoana;2014;12;Interior;0;0;0;0;2;2;27;0;4;5
3300704;Cabo Frio;2014;12;Interior;9;1;1;0;4;52;284;0;34;46
3300803;Cachoeiras de Macacu;2014;12;Interior;0;0;0;0;3;6;29;0;4;4
3300902;Cambuci;2014;12;Interior;0;0;0;0;0;0;3;0;0;0
3300936;Carapebus;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3300951;Comendador Levy Gasparian;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3301009;Campos dos Goytacazes;2014;12;Interior;22;0;0;0;12;148;316;0;49;52
3301108;Cantagalo;2014;12;Interior;1;0;0;0;1;2;7;0;0;0
3301157;Cardoso Moreira;2014;12;Interior;1;0;0;0;0;1;3;0;0;5
3301207;Carmo;2014;12;Interior;2;0;0;0;0;1;10;0;1;0
3301306;Casimiro de Abreu;2014;12;Interior;3;0;0;0;0;6;18;0;1;3
3301405;Conceição de Macabu;2014;12;Interior;2;0;0;0;1;3;5;0;0;2
3301504;Cordeiro;2014;12;Interior;0;0;0;0;0;2;15;0;1;2
3301603;Duas Barras;2014;12;Interior;0;0;0;0;0;1;2;0;1;0
3301702;Duque de Caxias;2014;12;Baixada Fluminense;33;1;1;1;18;1015;640;1;129;44
3301801;Engenheiro Paulo de Frontin;2014;12;Interior;0;0;0;0;1;0;6;0;0;1
3301850;Guapimirim;2014;12;Baixada Fluminense;4;0;0;0;2;21;17;0;1;0
3301876;Iguaba Grande;2014;12;Interior;0;0;0;0;0;3;24;0;3;0
3301900;Itaboraí;2014;12;Interior;14;0;0;0;8;152;150;0;27;22
3302007;Itaguaí;2014;12;Baixada Fluminense;3;0;0;0;6;131;114;0;11;10
3302056;Italva;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3302106;Itaocara;2014;12;Interior;1;0;0;0;1;0;11;0;3;0
3302205;Itaperuna;2014;12;Interior;2;0;0;0;0;3;53;0;12;13
3302254;Itatiaia;2014;12;Interior;1;0;0;0;0;1;23;0;4;4
3302270;Japeri;2014;12;Baixada Fluminense;6;0;0;2;4;24;27;0;7;10
3302304;Laje do Muriaé;2014;12;Interior;0;0;0;0;1;0;2;0;0;1
3302403;Macaé;2014;12;Interior;10;1;0;0;9;121;151;0;37;28
3302452;Macuco;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2014;12;Baixada Fluminense;12;0;0;0;7;88;120;0;13;10
3302601;Mangaratiba;2014;12;Interior;1;0;0;0;2;6;36;0;2;1
3302700;Maricá;2014;12;Grande Niterói;5;0;1;0;7;57;138;0;16;4
3302809;Mendes;2014;12;Interior;1;0;0;0;0;1;10;0;1;2
3302858;Mesquita;2014;12;Baixada Fluminense;6;0;0;0;16;225;89;0;22;2
3302908;Miguel Pereira;2014;12;Interior;2;0;0;0;2;0;15;0;6;2
3303005;Miracema;2014;12;Interior;0;0;0;0;0;1;9;0;1;1
3303104;Natividade;2014;12;Interior;0;0;0;0;0;0;9;0;2;1
3303203;Nilópolis;2014;12;Baixada Fluminense;5;0;0;0;4;272;135;0;28;3
3303302;Niterói;2014;12;Grande Niterói;5;2;1;4;18;570;656;6;145;28
3303401;Nova Friburgo;2014;12;Interior;0;0;0;0;2;8;96;0;23;30
3303500;Nova Iguaçu;2014;12;Baixada Fluminense;34;0;3;0;16;794;521;2;83;37
3303609;Paracambi;2014;12;Baixada Fluminense;2;0;0;0;1;7;11;0;4;2
3303708;Paraíba do Sul;2014;12;Interior;0;0;0;0;1;0;21;0;4;1
3303807;Paraty;2014;12;Interior;0;0;0;0;2;5;37;0;9;3
3303856;Paty do Alferes;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3303906;Petrópolis;2014;12;Interior;1;0;0;0;4;13;209;0;21;22
3303955;Pinheiral;2014;12;Interior;0;0;0;0;3;1;14;0;1;2
3304003;Piraí;2014;12;Interior;0;0;0;0;3;4;20;0;3;4
3304102;Porciúncula;2014;12;Interior;0;0;0;0;2;0;20;0;2;1
3304110;Porto Real;2014;12;Interior;0;0;0;0;0;0;12;0;0;7
3304128;Quatis;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3304144;Queimados;2014;12;Baixada Fluminense;11;0;0;0;13;89;65;0;16;4
3304151;Quissamã;2014;12;Interior;1;0;0;0;1;7;13;0;2;1
3304201;Resende;2014;12;Interior;1;0;0;0;6;9;112;0;9;16
3304300;Rio Bonito;2014;12;Interior;2;0;0;0;0;16;37;0;6;4
3304409;Rio Claro;2014;12;Interior;0;0;0;0;0;0;2;0;0;2
3304508;Rio das Flores;2014;12;Interior;0;0;0;0;1;1;0;0;0;0
3304524;Rio das Ostras;2014;12;Interior;7;0;0;0;4;66;141;0;16;10
3304557;Rio de Janeiro;2014;12;Capital;103;1;5;21;141;7014;8110;10;1500;283
3304607;Santa Maria Madalena;2014;12;Interior;0;0;0;0;0;0;6;0;0;0
3304706;Santo Antônio de Pádua;2014;12;Interior;2;0;0;0;2;3;25;0;5;2
3304755;São Francisco de Itabapoana;2014;12;Interior;1;0;0;0;2;9;11;0;1;1
3304805;São Fidélis;2014;12;Interior;0;0;0;0;0;1;16;0;2;3
3304904;São Gonçalo;2014;12;Grande Niterói;23;0;1;4;25;1264;637;2;102;80
3305000;São João da Barra;2014;12;Interior;0;0;0;0;1;11;33;0;3;1
3305109;São João de Meriti;2014;12;Baixada Fluminense;7;0;2;0;9;625;231;0;56;28
3305133;São José de Ubá;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2014;12;Interior;0;0;0;0;0;2;6;0;0;0
3305208;São Pedro da Aldeia;2014;12;Interior;3;0;0;0;1;14;48;0;7;11
3305307;São Sebastião do Alto;2014;12;Interior;0;0;0;0;0;1;4;0;1;0
3305406;Sapucaia;2014;12;Interior;0;0;0;0;3;0;3;0;2;2
3305505;Saquarema;2014;12;Interior;0;0;0;0;4;21;83;0;16;1
3305554;Seropédica;2014;12;Baixada Fluminense;4;0;0;0;0;49;34;0;16;3
3305604;Silva Jardim;2014;12;Interior;0;0;0;0;0;2;5;0;0;2
3305703;Sumidouro;2014;12;Interior;0;0;0;0;0;0;4;0;0;1
3305752;Tanguá;2014;12;Interior;0;0;0;0;1;12;8;0;2;2
3305802;Teresópolis;2014;12;Interior;0;0;0;1;8;18;129;0;18;14
3305901;Trajano de Moraes;2014;12;Interior;0;0;0;0;0;0;1;0;0;0
3306008;Três Rios;2014;12;Interior;0;0;0;0;5;2;59;0;4;13
3306107;Valença;2014;12;Interior;0;0;0;0;2;2;15;0;2;2
3306156;Varre-Sai;2014;12;Interior;0;0;0;0;0;0;0;0;0;0
3306206;Vassouras;2014;12;Interior;1;0;0;0;3;1;15;0;2;4
3306305;Volta Redonda;2014;12;Interior;8;0;0;0;4;16;161;0;42;33
3300100;Angra dos Reis;2015;1;Interior;4;0;0;0;5;40;121;0;13;24
3300159;Aperibé;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3300209;Araruama;2015;1;Interior;7;0;0;0;2;27;129;0;17;6
3300225;Areal;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2015;1;Interior;2;0;0;0;1;17;137;0;14;4
3300258;Arraial do Cabo;2015;1;Interior;2;0;0;0;4;3;56;0;3;10
3300308;Barra do Piraí;2015;1;Interior;1;0;0;0;3;3;33;0;5;8
3300407;Barra Mansa;2015;1;Interior;4;0;0;0;4;10;84;0;13;15
3300456;Belford Roxo;2015;1;Baixada Fluminense;20;0;1;7;24;338;160;0;22;35
3300506;Bom Jardim;2015;1;Interior;0;0;0;0;0;0;3;0;4;2
3300605;Bom Jesus do Itabapoana;2015;1;Interior;0;0;0;0;0;1;19;0;1;0
3300704;Cabo Frio;2015;1;Interior;14;0;0;0;9;81;340;0;47;44
3300803;Cachoeiras de Macacu;2015;1;Interior;0;0;0;0;0;4;31;0;1;3
3300902;Cambuci;2015;1;Interior;0;0;0;0;0;1;3;0;0;0
3300936;Carapebus;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3300951;Comendador Levy Gasparian;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3301009;Campos dos Goytacazes;2015;1;Interior;22;0;2;0;18;157;286;0;44;39
3301108;Cantagalo;2015;1;Interior;0;0;0;0;0;3;6;0;1;1
3301157;Cardoso Moreira;2015;1;Interior;1;0;0;0;0;2;9;0;0;2
3301207;Carmo;2015;1;Interior;0;0;0;0;0;1;7;0;2;1
3301306;Casimiro de Abreu;2015;1;Interior;0;0;0;0;0;12;38;0;7;4
3301405;Conceição de Macabu;2015;1;Interior;0;0;0;0;2;3;5;0;1;0
3301504;Cordeiro;2015;1;Interior;0;0;0;0;2;1;15;0;2;3
3301603;Duas Barras;2015;1;Interior;0;0;0;0;0;1;8;0;0;0
3301702;Duque de Caxias;2015;1;Baixada Fluminense;42;0;2;5;31;948;475;1;133;44
3301801;Engenheiro Paulo de Frontin;2015;1;Interior;0;0;0;0;0;0;4;0;2;0
3301850;Guapimirim;2015;1;Baixada Fluminense;2;0;0;0;2;22;24;0;4;3
3301876;Iguaba Grande;2015;1;Interior;0;0;0;0;0;11;28;0;4;1
3301900;Itaboraí;2015;1;Interior;6;0;0;0;6;171;175;0;30;24
3302007;Itaguaí;2015;1;Baixada Fluminense;3;0;0;0;7;143;118;0;20;11
3302056;Italva;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3302106;Itaocara;2015;1;Interior;1;0;0;0;1;0;12;0;3;2
3302205;Itaperuna;2015;1;Interior;1;0;0;0;2;3;40;0;10;14
3302254;Itatiaia;2015;1;Interior;0;0;0;0;1;2;31;0;4;0
3302270;Japeri;2015;1;Baixada Fluminense;5;0;0;0;4;19;32;0;5;5
3302304;Laje do Muriaé;2015;1;Interior;0;0;0;0;0;1;6;0;1;3
3302403;Macaé;2015;1;Interior;12;0;0;0;6;114;190;0;41;24
3302452;Macuco;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2015;1;Baixada Fluminense;12;0;0;0;9;84;151;0;30;13
3302601;Mangaratiba;2015;1;Interior;2;0;0;0;3;6;89;0;4;5
3302700;Maricá;2015;1;Grande Niterói;8;0;0;0;4;68;152;0;18;6
3302809;Mendes;2015;1;Interior;0;0;0;0;1;0;3;0;2;1
3302858;Mesquita;2015;1;Baixada Fluminense;6;0;0;0;5;228;96;0;18;7
3302908;Miguel Pereira;2015;1;Interior;1;0;0;0;1;2;29;0;6;1
3303005;Miracema;2015;1;Interior;1;0;0;0;0;4;7;0;0;1
3303104;Natividade;2015;1;Interior;0;0;0;0;0;2;10;0;0;0
3303203;Nilópolis;2015;1;Baixada Fluminense;1;0;0;1;6;245;119;0;32;3
3303302;Niterói;2015;1;Grande Niterói;10;0;0;7;16;629;667;0;149;39
3303401;Nova Friburgo;2015;1;Interior;3;0;1;0;2;11;88;0;19;18
3303500;Nova Iguaçu;2015;1;Baixada Fluminense;34;0;1;3;42;901;538;0;83;52
3303609;Paracambi;2015;1;Baixada Fluminense;3;0;0;0;1;8;18;0;4;14
3303708;Paraíba do Sul;2015;1;Interior;1;0;0;0;1;0;9;0;2;6
3303807;Paraty;2015;1;Interior;6;0;0;1;2;4;59;0;13;4
3303856;Paty do Alferes;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3303906;Petrópolis;2015;1;Interior;5;0;0;0;9;15;161;0;26;20
3303955;Pinheiral;2015;1;Interior;0;0;0;0;0;3;10;0;1;4
3304003;Piraí;2015;1;Interior;0;0;0;0;2;6;25;0;2;2
3304102;Porciúncula;2015;1;Interior;0;0;0;0;0;0;12;0;2;1
3304110;Porto Real;2015;1;Interior;0;0;0;0;2;0;16;0;1;3
3304128;Quatis;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3304144;Queimados;2015;1;Baixada Fluminense;11;0;1;0;5;71;78;0;16;5
3304151;Quissamã;2015;1;Interior;0;0;1;0;3;9;20;0;1;2
3304201;Resende;2015;1;Interior;1;0;0;0;2;11;99;0;16;13
3304300;Rio Bonito;2015;1;Interior;0;0;0;0;3;15;24;0;6;5
3304409;Rio Claro;2015;1;Interior;0;0;0;0;0;0;6;0;1;1
3304508;Rio das Flores;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3304524;Rio das Ostras;2015;1;Interior;5;0;0;0;7;78;218;0;27;9
3304557;Rio de Janeiro;2015;1;Capital;114;0;1;30;137;7740;9352;8;1955;384
3304607;Santa Maria Madalena;2015;1;Interior;0;0;0;0;4;0;3;0;1;0
3304706;Santo Antônio de Pádua;2015;1;Interior;2;0;0;0;1;1;21;0;5;1
3304755;São Francisco de Itabapoana;2015;1;Interior;2;0;0;0;3;15;26;0;1;1
3304805;São Fidélis;2015;1;Interior;2;0;0;0;0;3;18;0;3;3
3304904;São Gonçalo;2015;1;Grande Niterói;22;0;1;7;29;1404;618;0;111;107
3305000;São João da Barra;2015;1;Interior;2;0;0;0;3;14;29;0;2;8
3305109;São João de Meriti;2015;1;Baixada Fluminense;20;0;0;3;15;526;335;0;54;40
3305133;São José de Ubá;2015;1;Interior;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2015;1;Interior;0;0;0;0;0;0;7;0;0;1
3305208;São Pedro da Aldeia;2015;1;Interior;3;0;0;0;3;13;58;0;7;13
3305307;São Sebastião do Alto;2015;1;Interior;0;0;0;0;0;0;0;0;0;2
3305406;Sapucaia;2015;1;Interior;0;0;0;0;0;1;7;0;3;1
3305505;Saquarema;2015;1;Interior;0;0;0;0;2;20;98;0;13;1
3305554;Seropédica;2015;1;Baixada Fluminense;4;0;0;1;3;44;37;0;9;5
3305604;Silva Jardim;2015;1;Interior;0;0;0;0;1;2;12;0;1;1
3305703;Sumidouro;2015;1;Interior;0;0;0;0;0;0;1;0;0;0
