fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;estupro;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos
3303203;Nilópolis;2014;10;Baixada Fluminense;8;0;0;1;9;148;16;7;171;46;14;6;3;0;1;0;0;0;12;16;24;8;13;0;73
3303302;Niterói;2014;10;Grande Niterói;2;0;0;1;11;251;36;29;316;76;3;23;8;0;0;0;5;0;50;91;96;36;66;0;330
3303401;Nova Friburgo;2014;10;Interior;3;0;0;0;3;5;2;0;7;2;1;4;0;0;0;0;0;0;2;11;7;3;6;0;69
3303500;Nova Iguaçu;2014;10;Baixada Fluminense;31;1;0;1;30;494;47;32;573;223;20;25;6;0;0;0;5;0;33;62;92;27;29;0;274
3303609;Paracambi;2014;10;Baixada Fluminense;1;0;0;0;3;2;0;0;2;1;6;4;0;0;0;0;0;0;1;0;3;0;2;0;12
3303708;Paraíba do Sul;2014;10;Interior;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;2;0;13
3303807;Paraty;2014;10;Interior;3;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;1;1;0;0;33
3303856;Paty do Alferes;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3303906;Petrópolis;2014;10;Interior;1;0;0;0;18;3;2;0;5;0;0;2;0;0;0;0;0;0;3;29;16;8;14;0;143
3303955;Pinheiral;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;23
3304003;Piraí;2014;10;Interior;1;0;0;0;1;1;0;0;1;1;3;0;0;0;0;0;0;0;1;1;0;0;0;0;15
3304102;Porciúncula;2014;10;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
3304110;Porto Real;2014;10;Interior;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;3;0;9
3304128;Quatis;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3304144;Queimados;2014;10;Baixada Fluminense;14;0;0;0;7;57;2;5;64;13;2;9;0;0;0;0;1;0;9;3;7;4;3;0;48
3304151;Quissamã;2014;10;Interior;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;1;3;1;1;1;0;8
3304201;Resende;2014;10;Interior;1;0;1;0;5;1;0;0;1;0;0;8;1;0;0;0;0;0;2;8;5;3;13;0;67
3304300;Rio Bonito;2014;10;Interior;0;0;0;0;4;1;0;1;2;1;0;3;0;0;1;0;0;0;1;7;4;1;4;0;19
3304409;Rio Claro;2014;10;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4
3304508;Rio das Flores;2014;10;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3304524;Rio das Ostras;2014;10;Interior;1;0;0;0;9;49;7;1;57;15;0;10;2;0;0;1;1;0;4;19;22;5;8;0;98
3304557;Rio de Janeiro;2014;10;Capital;115;1;6;13;149;3445;490;445;4380;1031;343;218;29;2;1;3;70;0;783;627;1769;700;850;0;4090
3304607;Santa Maria Madalena;2014;10;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3304706;Santo Antônio de Pádua;2014;10;Interior;0;0;0;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;4;0;21
3304755;São Francisco de Itabapoana;2014;10;Interior;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15
3304805;São Fidélis;2014;10;Interior;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14
3304904;São Gonçalo;2014;10;Grande Niterói;29;0;1;11;19;631;51;38;720;232;22;41;3;0;1;0;6;0;45;84;114;38;41;0;285
3305000;São João da Barra;2014;10;Interior;0;0;0;0;1;6;0;1;7;5;0;3;2;0;0;0;0;0;0;1;1;0;1;0;25
3305109;São João de Meriti;2014;10;Baixada Fluminense;9;0;0;2;9;342;28;16;386;136;36;25;1;0;0;0;5;0;27;36;34;7;24;0;141
3305133;São José de Ubá;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5
3305208;São Pedro da Aldeia;2014;10;Interior;5;0;0;0;5;7;0;0;7;6;0;1;1;0;0;0;0;0;2;3;2;1;2;0;46
3305307;São Sebastião do Alto;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305406;Sapucaia;2014;10;Interior;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9
3305505;Saquarema;2014;10;Interior;1;0;0;0;2;1;0;1;2;2;1;0;1;0;0;0;0;0;1;8;1;0;3;0;53
3305554;Seropédica;2014;10;Baixada Fluminense;12;0;0;0;2;19;1;1;21;7;1;2;3;0;0;0;0;0;7;1;1;1;2;0;19
3305604;Silva Jardim;2014;10;Interior;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7
3305703;Sumidouro;2014;10;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3305752;Tanguá;2014;10;Interior;1;0;0;0;0;1;1;0;2;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7
3305802;Teresópolis;2014;10;Interior;2;0;0;1;4;4;1;0;5;0;0;3;0;0;0;0;0;0;3;14;20;0;6;0;66
3305901;Trajano de Moraes;2014;10;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3306008;Três Rios;2014;10;Interior;0;0;0;0;5;0;1;0;1;0;0;1;0;1;0;0;0;0;0;2;1;2;5;0;54
3306107;Valença;2014;10;Interior;1;0;0;0;2;2;1;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;16
3306156;Varre-Sai;2014;10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306206;Vassouras;2014;10;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;11
3306305;Volta Redonda;2014;10;Interior;4;0;0;0;8;2;4;0;6;0;2;4;0;0;0;0;0;0;6;11;29;6;9;0;99
3300100;Angra dos Reis;2014;11;Interior;6;0;0;1;6;5;1;1;7;3;2;4;1;0;0;0;0;0;3;11;13;1;5;0;71
3300159;Aperibé;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300209;Araruama;2014;11;Interior;2;0;0;0;2;18;2;0;20;7;1;5;2;0;0;0;0;0;4;16;6;1;4;0;74
3300225;Areal;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2014;11;Interior;2;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;12;10;6;3;3;0;40
3300258;Arraial do Cabo;2014;11;Interior;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;1;0;0;0;13
3300308;Barra do Piraí;2014;11;Interior;5;0;0;0;5;4;0;0;4;1;0;0;0;0;0;0;0;0;0;2;1;0;2;0;23
3300407;Barra Mansa;2014;11;Interior;1;0;0;0;5;2;1;1;4;0;0;0;1;0;0;0;0;0;7;12;7;0;13;0;52
3300456;Belford Roxo;2014;11;Baixada Fluminense;13;0;0;12;17;188;10;8;206;74;15;6;2;0;0;0;3;0;21;15;22;4;4;0;68
3300506;Bom Jardim;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9
3300605;Bom Jesus do Itabapoana;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;18
3300704;Cabo Frio;2014;11;Interior;9;0;0;1;10;14;3;0;17;11;1;5;1;0;0;0;2;0;10;21;23;6;10;0;149
3300803;Cachoeiras de Macacu;2014;11;Interior;0;0;0;0;4;3;0;1;4;1;1;2;0;0;0;0;0;0;1;2;2;0;2;0;24
3300902;Cambuci;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3300936;Carapebus;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300951;Comendador Levy Gasparian;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3301009;Campos dos Goytacazes;2014;11;Interior;15;0;0;0;14;84;5;3;92;18;4;9;3;0;0;0;1;0;22;28;71;37;9;0;148
3301108;Cantagalo;2014;11;Interior;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;3;0;0;1;0;4
3301157;Cardoso Moreira;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12
3301207;Carmo;2014;11;Interior;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;5
3301306;Casimiro de Abreu;2014;11;Interior;1;0;0;0;0;2;0;0;2;3;1;1;0;0;0;0;0;0;1;1;2;0;0;0;16
3301405;Conceição de Macabu;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4
3301504;Cordeiro;2014;11;Interior;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;13
3301603;Duas Barras;2014;11;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3301702;Duque de Caxias;2014;11;Baixada Fluminense;29;0;0;6;24;507;34;30;571;217;42;19;7;0;0;0;6;0;68;103;104;22;36;0;289
3301801;Engenheiro Paulo de Frontin;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3
3301850;Guapimirim;2014;11;Baixada Fluminense;1;0;0;0;0;3;1;1;5;7;0;3;0;0;0;0;0;0;1;5;2;1;1;0;14
3301876;Iguaba Grande;2014;11;Interior;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;14
3301900;Itaboraí;2014;11;Interior;1;0;0;0;9;45;4;6;55;30;3;7;1;0;0;1;8;0;9;14;13;3;2;0;115
3302007;Itaguaí;2014;11;Baixada Fluminense;4;0;0;0;4;46;1;2;49;29;1;6;2;0;0;0;6;0;7;10;11;9;12;0;84
3302056;Italva;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302106;Itaocara;2014;11;Interior;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;10
3302205;Itaperuna;2014;11;Interior;0;0;1;0;4;1;0;0;1;1;0;1;0;0;0;0;0;0;1;5;5;0;17;0;46
3302254;Itatiaia;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;14
3302270;Japeri;2014;11;Baixada Fluminense;2;0;0;0;5;5;0;1;6;2;1;0;0;0;0;0;0;0;2;3;8;0;7;0;13
3302304;Laje do Muriaé;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3302403;Macaé;2014;11;Interior;11;1;0;0;12;48;12;8;68;19;1;10;1;0;0;0;3;0;7;24;22;7;18;0;107
3302452;Macuco;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2014;11;Baixada Fluminense;6;1;0;0;9;45;2;1;48;16;6;7;2;0;0;0;6;0;6;13;19;5;4;0;71
3302601;Mangaratiba;2014;11;Interior;0;0;0;0;2;1;0;1;2;1;0;0;2;0;0;0;2;0;3;13;0;1;5;0;29
3302700;Maricá;2014;11;Grande Niterói;5;0;0;0;4;29;0;0;29;18;2;2;1;0;0;0;0;0;8;19;11;3;8;0;81
3302809;Mendes;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;6
3302858;Mesquita;2014;11;Baixada Fluminense;5;0;0;2;22;109;13;8;130;36;6;5;3;0;0;0;0;0;3;13;12;9;1;0;48
3302908;Miguel Pereira;2014;11;Interior;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;0;0;19
3303005;Miracema;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;16
3303104;Natividade;2014;11;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;9
3303203;Nilópolis;2014;11;Baixada Fluminense;0;0;1;0;3;120;20;3;143;52;18;8;0;0;0;0;0;0;8;12;24;7;9;0;67
3303302;Niterói;2014;11;Grande Niterói;4;0;1;0;15;264;42;33;339;125;5;17;4;0;0;0;4;0;27;92;116;30;47;0;399
3303401;Nova Friburgo;2014;11;Interior;1;0;0;2;6;5;1;2;8;0;0;3;0;0;0;0;0;0;1;10;9;5;11;0;79
3303500;Nova Iguaçu;2014;11;Baixada Fluminense;55;0;0;3;26;395;54;22;471;178;19;24;3;0;0;0;5;0;29;59;81;26;34;0;258
3303609;Paracambi;2014;11;Baixada Fluminense;1;0;0;0;2;2;0;0;2;0;6;1;0;0;0;0;0;0;1;0;0;1;1;0;8
3303708;Paraíba do Sul;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;2;0;9
3303807;Paraty;2014;11;Interior;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;0;0;2;0;26
3303856;Paty do Alferes;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3303906;Petrópolis;2014;11;Interior;1;0;0;0;9;2;0;0;2;2;1;2;3;0;0;0;0;0;4;23;25;4;15;0;115
3303955;Pinheiral;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
3304003;Piraí;2014;11;Interior;0;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;16
3304102;Porciúncula;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8
3304110;Porto Real;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;0;11
3304128;Quatis;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3304144;Queimados;2014;11;Baixada Fluminense;6;0;0;0;3;73;2;9;84;6;2;5;1;0;0;0;1;0;1;10;13;1;6;0;58
3304151;Quissamã;2014;11;Interior;2;0;0;0;2;3;0;0;3;4;0;1;0;0;0;0;0;0;0;4;0;0;1;0;5
3304201;Resende;2014;11;Interior;4;0;0;0;2;0;0;1;1;0;0;8;0;0;0;0;0;0;2;8;7;5;11;0;91
3304300;Rio Bonito;2014;11;Interior;0;0;0;0;0;3;0;0;3;2;0;1;0;0;0;0;0;0;0;9;3;0;3;0;15
3304409;Rio Claro;2014;11;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304508;Rio das Flores;2014;11;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
3304524;Rio das Ostras;2014;11;Interior;4;0;0;0;10;27;12;0;39;7;0;9;0;0;0;0;2;0;9;18;16;2;1;0;73
3304557;Rio de Janeiro;2014;11;Capital;82;0;4;24;151;3306;497;407;4210;1172;401;280;45;2;2;5;53;0;774;596;1731;648;810;0;4035
3304607;Santa Maria Madalena;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6
3304706;Santo Antônio de Pádua;2014;11;Interior;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;5;2;0;3;0;15
3304755;São Francisco de Itabapoana;2014;11;Interior;2;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;23
3304805;São Fidélis;2014;11;Interior;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2;0;13
3304904;São Gonçalo;2014;11;Grande Niterói;23;0;1;7;23;538;56;50;644;239;21;32;3;0;0;0;8;0;57;66;153;30;43;0;283
3305000;São João da Barra;2014;11;Interior;0;0;0;0;1;10;0;0;10;1;0;3;1;0;0;0;0;0;0;1;1;0;0;0;21
3305109;São João de Meriti;2014;11;Baixada Fluminense;14;0;0;4;12;300;37;10;347;106;30;18;2;0;0;0;3;0;34;33;43;9;18;0;137
3305133;São José de Ubá;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5
3305208;São Pedro da Aldeia;2014;11;Interior;3;0;0;0;4;7;0;0;7;3;0;1;0;0;0;0;0;0;2;6;2;2;2;0;42
3305307;São Sebastião do Alto;2014;11;Interior;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3305406;Sapucaia;2014;11;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;7
3305505;Saquarema;2014;11;Interior;2;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;3;11;2;0;2;0;50
3305554;Seropédica;2014;11;Baixada Fluminense;11;0;0;1;2;14;5;0;19;11;4;3;0;0;0;0;2;0;3;2;0;1;4;0;23
3305604;Silva Jardim;2014;11;Interior;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;7
3305703;Sumidouro;2014;11;Interior;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3305752;Tanguá;2014;11;Interior;0;0;0;0;1;1;0;0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;1;0;2
3305802;Teresópolis;2014;11;Interior;1;0;0;0;3;7;2;0;9;1;0;6;1;0;0;0;1;0;2;14;27;5;6;0;72
3305901;Trajano de Moraes;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
3306008;Três Rios;2014;11;Interior;0;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0;0;0;1;4;2;0;7;0;24
3306107;Valença;2014;11;Interior;1;0;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;4;0;19
3306156;Varre-Sai;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306206;Vassouras;2014;11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;17
3306305;Volta Redonda;2014;11;Interior;2;0;0;0;5;4;2;0;6;0;1;1;1;0;0;0;1;0;7;18;29;3;22;0;124
3300100;Angra dos Reis;2014;12;Interior;10;0;0;0;7;11;6;4;21;6;0;6;0;0;0;0;0;0;5;8;13;1;6;0;84
3300159;Aperibé;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300209;Araruama;2014;12;Interior;4;0;1;0;4;25;2;0;27;2;0;4;3;0;0;0;0;0;6;8;4;0;5;0;94
3300225;Areal;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2014;12;Interior;3;0;0;0;0;1;1;0;2;3;0;0;1;0;0;0;0;0;17;9;3;3;1;0;71
3300258;Arraial do Cabo;2014;12;Interior;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;8;1;1;0;3;0;15
3300308;Barra do Piraí;2014;12;Interior;5;0;0;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;29
3300407;Barra Mansa;2014;12;Interior;3;0;0;0;3;1;0;0;1;0;1;2;0;0;0;0;1;0;6;15;7;0;9;0;69
3300456;Belford Roxo;2014;12;Baixada Fluminense;20;0;0;5;9;176;7;4;187;109;25;10;0;0;0;0;6;0;20;27;26;8;8;0;75
3300506;Bom Jardim;2014;12;Interior;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6
3300605;Bom Jesus do Itabapoana;2014;12;Interior;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;6;0;20
3300704;Cabo Frio;2014;12;Interior;9;1;1;0;4;24;3;0;27;7;0;1;3;0;0;1;0;0;47;34;25;4;22;0;165
3300803;Cachoeiras de Macacu;2014;12;Interior;0;0;0;0;3;2;0;0;2;1;0;2;0;0;0;0;0;0;1;1;1;1;2;0;24
3300902;Cambuci;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
3300936;Carapebus;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300951;Comendador Levy Gasparian;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3301009;Campos dos Goytacazes;2014;12;Interior;22;0;0;0;12;80;4;3;87;33;4;13;0;0;0;0;0;0;11;42;58;34;8;0;174
3301108;Cantagalo;2014;12;Interior;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;5
3301157;Cardoso Moreira;2014;12;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
3301207;Carmo;2014;12;Interior;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;9
3301306;Casimiro de Abreu;2014;12;Interior;3;0;0;0;0;1;2;0;3;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;16
3301405;Conceição de Macabu;2014;12;Interior;2;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4
3301504;Cordeiro;2014;12;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;13
3301603;Duas Barras;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3301702;Duque de Caxias;2014;12;Baixada Fluminense;33;1;1;1;18;541;39;27;607;242;71;25;5;0;0;0;5;0;60;120;154;21;43;0;302
3301801;Engenheiro Paulo de Frontin;2014;12;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
3301850;Guapimirim;2014;12;Baixada Fluminense;4;0;0;0;2;5;0;1;6;9;1;4;0;0;0;0;0;0;1;4;0;0;0;0;13
3301876;Iguaba Grande;2014;12;Interior;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;21
3301900;Itaboraí;2014;12;Interior;14;0;0;0;8;72;7;14;93;38;1;5;2;0;0;0;3;0;10;21;11;2;8;0;108
3302007;Itaguaí;2014;12;Baixada Fluminense;3;0;0;0;6;53;8;2;63;36;6;9;1;0;0;0;5;0;11;12;12;2;5;0;83
3302056;Italva;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302106;Itaocara;2014;12;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;5
3302205;Itaperuna;2014;12;Interior;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;3;0;48
3302254;Itatiaia;2014;12;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;19
3302270;Japeri;2014;12;Baixada Fluminense;6;0;0;2;4;10;2;2;14;1;2;2;1;0;0;0;0;0;4;1;5;0;4;0;17
3302304;Laje do Muriaé;2014;12;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3302403;Macaé;2014;12;Interior;10;1;0;0;9;39;12;7;58;30;2;11;0;0;0;1;4;0;16;18;6;1;20;0;105
3302452;Macuco;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2014;12;Baixada Fluminense;12;0;0;0;7;40;1;11;52;17;4;4;3;0;0;0;3;0;5;24;13;2;6;0;75
3302601;Mangaratiba;2014;12;Interior;1;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;3;13;0;1;5;0;16
3302700;Maricá;2014;12;Grande Niterói;5;0;1;0;7;29;0;0;29;13;1;3;3;0;0;0;0;0;9;19;10;4;6;0;98
3302809;Mendes;2014;12;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;8
3302858;Mesquita;2014;12;Baixada Fluminense;6;0;0;0;16;115;11;20;146;44;7;9;2;0;0;0;3;0;14;18;10;4;1;0;56
3302908;Miguel Pereira;2014;12;Interior;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;0;8
3303005;Miracema;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;8
3303104;Natividade;2014;12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8
3303203;Nilópolis;2014;12;Baixada Fluminense;5;0;0;0;4;130;15;2;147;75;24;6;1;0;0;0;1;0;18;15;33;5;5;0;77
3303302;Niterói;2014;12;Grande Niterói;5;2;1;4;18;284;36;31;351;132;7;36;2;0;0;0;2;0;40;78;120;21;44;0;393
3303401;Nova Friburgo;2014;12;Interior;0;0;0;0;2;4;0;1;5;0;0;0;1;0;0;0;0;0;2;12;8;6;4;0;66
3303500;Nova Iguaçu;2014;12;Baixada Fluminense;34;0;3;0;16;377;43;30;450;220;36;33;4;0;0;0;5;0;46;64;99;26;41;0;291
3303609;Paracambi;2014;12;Baixada Fluminense;2;0;0;0;1;2;0;2;4;2;1;0;0;0;0;0;0;0;0;0;1;1;1;0;8
3303708;Paraíba do Sul;2014;12;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;16
3303807;Paraty;2014;12;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;6;1;1;0;2;0;31
