fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;estupro;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos
3303955;Pinheiral;2018;1;Interior;0;0;0;0;1;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
3304003;Piraí;2018;1;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;13
3304102;Porciúncula;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;18
3304110;Porto Real;2018;1;Interior;3;0;0;0;0;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;1;0;2;1;10
3304128;Quatis;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
3304144;Queimados;2018;1;Baixada Fluminense;10;0;0;1;7;51;13;8;72;27;5;4;2;0;0;0;0;0;9;17;6;6;5;1;27
3304151;Quissamã;2018;1;Interior;0;0;0;0;1;2;0;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;5
3304201;Resende;2018;1;Interior;3;0;0;0;7;9;2;0;11;1;0;4;0;0;0;0;0;0;2;3;8;3;8;3;45
3304300;Rio Bonito;2018;1;Interior;0;0;0;0;2;7;1;0;8;9;0;3;0;0;0;0;0;0;1;6;0;1;1;0;15
3304409;Rio Claro;2018;1;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10
3304508;Rio das Flores;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
3304524;Rio das Ostras;2018;1;Interior;5;0;0;0;8;32;12;5;49;11;0;4;3;0;0;1;1;0;9;11;17;0;9;5;77
3304557;Rio de Janeiro;2018;1;Capital;133;4;8;72;135;4091;1111;571;5773;2666;457;306;32;2;4;2;37;10;2143;555;1500;557;908;74;3783
3304607;Santa Maria Madalena;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3304706;Santo Antônio de Pádua;2018;1;Interior;2;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;2;2;0;2;1;13
3304755;São Francisco de Itabapoana;2018;1;Interior;4;0;0;0;2;13;1;0;14;0;0;1;1;0;0;0;0;0;1;3;1;0;2;0;26
3304805;São Fidélis;2018;1;Interior;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;3;2;0;2;0;9
3304904;São Gonçalo;2018;1;Grande Niterói;36;0;1;19;19;659;140;54;853;603;180;53;10;0;5;0;7;1;164;72;101;10;33;3;237
3305000;São João da Barra;2018;1;Interior;0;0;0;0;2;12;4;0;16;0;0;0;1;0;0;0;0;0;2;11;6;0;1;2;31
3305109;São João de Meriti;2018;1;Baixada Fluminense;18;1;3;7;9;312;78;52;442;342;23;12;0;0;0;0;0;0;106;16;22;6;10;2;85
3305133;São José de Ubá;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3305158;São José do Vale do Rio Preto;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
3305208;São Pedro da Aldeia;2018;1;Interior;0;0;0;0;4;11;2;1;14;4;0;1;0;0;0;0;0;0;1;9;3;1;7;0;29
3305307;São Sebastião do Alto;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
3305406;Sapucaia;2018;1;Interior;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11
3305505;Saquarema;2018;1;Interior;4;0;0;3;2;22;6;0;28;3;1;2;1;0;0;0;0;0;1;17;6;0;2;0;48
3305554;Seropédica;2018;1;Baixada Fluminense;3;0;0;0;6;18;10;0;28;11;10;0;0;0;0;0;0;0;17;5;3;0;3;0;34
3305604;Silva Jardim;2018;1;Interior;0;0;0;0;0;1;0;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9
3305703;Sumidouro;2018;1;Interior;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;3;0;0;1;0;3
3305752;Tanguá;2018;1;Interior;3;0;0;0;2;6;5;2;13;8;1;3;0;0;0;0;0;0;4;0;0;1;0;0;6
3305802;Teresópolis;2018;1;Interior;0;0;0;0;11;3;1;1;5;0;1;0;0;0;0;0;0;0;2;4;6;2;3;0;93
3305901;Trajano de Moraes;2018;1;Interior;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;3
3306008;Três Rios;2018;1;Interior;0;1;0;1;3;1;2;0;3;0;3;1;0;0;0;0;0;0;4;5;2;0;6;1;30
3306107;Valença;2018;1;Interior;0;0;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;2;0;1;0;14
3306156;Varre-Sai;2018;1;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3306206;Vassouras;2018;1;Interior;0;0;1;0;2;0;2;0;2;0;1;0;1;0;0;0;0;0;2;0;1;0;2;0;9
3306305;Volta Redonda;2018;1;Interior;9;0;0;1;5;26;2;5;33;3;0;3;1;0;0;0;1;0;5;17;16;1;10;1;99
3300100;Angra dos Reis;2018;2;Interior;13;0;0;3;6;20;5;3;28;23;0;3;0;0;0;0;0;0;3;7;7;1;5;0;34
3300159;Aperibé;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3300209;Araruama;2018;2;Interior;1;0;0;0;4;23;7;0;30;13;1;3;4;0;0;0;0;0;12;13;20;1;15;0;69
3300225;Areal;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3300233;Armação dos Búzios;2018;2;Interior;6;0;0;0;1;2;3;0;5;2;1;0;0;0;0;0;0;0;17;5;0;1;5;0;53
3300258;Arraial do Cabo;2018;2;Interior;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;6;8;4;0;7;0;37
3300308;Barra do Piraí;2018;2;Interior;0;0;0;0;1;1;0;1;2;2;1;1;1;0;0;0;0;0;1;1;1;0;5;1;20
3300407;Barra Mansa;2018;2;Interior;2;0;0;1;2;5;0;0;5;0;1;6;0;0;0;0;0;0;2;5;10;1;5;1;34
3300456;Belford Roxo;2018;2;Baixada Fluminense;16;0;1;5;10;225;58;13;296;266;40;5;0;0;1;0;1;0;73;25;9;3;9;1;52
3300506;Bom Jardim;2018;2;Interior;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;10
3300605;Bom Jesus do Itabapoana;2018;2;Interior;0;0;0;0;2;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;2;3;16
3300704;Cabo Frio;2018;2;Interior;8;0;0;1;12;48;12;1;61;18;1;5;3;0;0;0;0;0;35;15;25;3;17;0;118
3300803;Cachoeiras de Macacu;2018;2;Interior;4;0;0;0;3;12;1;2;15;3;0;1;0;0;0;0;0;0;4;2;3;0;1;0;11
3300902;Cambuci;2018;2;Interior;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
3300936;Carapebus;2018;2;Interior;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1
3300951;Comendador Levy Gasparian;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3301009;Campos dos Goytacazes;2018;2;Interior;24;0;1;0;7;88;25;3;116;12;2;9;3;0;0;0;1;0;29;13;23;5;10;5;186
3301108;Cantagalo;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
3301157;Cardoso Moreira;2018;2;Interior;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4
3301207;Carmo;2018;2;Interior;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;2
3301306;Casimiro de Abreu;2018;2;Interior;0;0;0;0;4;7;0;0;7;1;2;0;0;0;0;0;0;0;2;7;0;0;2;1;16
3301405;Conceição de Macabu;2018;2;Interior;1;0;0;0;0;1;2;0;3;1;0;0;0;0;0;0;0;0;1;0;1;0;2;0;10
3301504;Cordeiro;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12
3301603;Duas Barras;2018;2;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7
3301702;Duque de Caxias;2018;2;Baixada Fluminense;27;1;0;7;25;549;145;146;840;299;83;26;4;0;1;0;2;0;113;51;54;14;23;4;210
3301801;Engenheiro Paulo de Frontin;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3301850;Guapimirim;2018;2;Baixada Fluminense;2;0;0;0;5;11;0;0;11;8;2;1;0;0;1;0;0;0;3;3;3;1;6;0;24
3301876;Iguaba Grande;2018;2;Interior;3;0;0;1;1;4;0;0;4;1;0;0;1;0;0;0;0;0;1;1;2;0;1;4;14
3301900;Itaboraí;2018;2;Interior;10;0;0;3;11;121;22;23;166;150;18;9;6;0;0;0;1;0;44;15;8;1;3;1;54
3302007;Itaguaí;2018;2;Baixada Fluminense;6;0;2;7;4;31;5;8;44;35;0;6;0;0;0;0;3;0;12;13;6;2;2;0;33
3302056;Italva;2018;2;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
3302106;Itaocara;2018;2;Interior;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;13
3302205;Itaperuna;2018;2;Interior;2;0;0;0;3;4;2;0;6;0;0;3;1;0;0;0;0;0;3;4;3;0;6;2;25
3302254;Itatiaia;2018;2;Interior;2;0;0;0;1;2;1;0;3;1;0;0;1;0;0;0;0;0;2;3;0;0;2;0;20
3302270;Japeri;2018;2;Baixada Fluminense;1;0;0;3;1;31;5;1;37;9;0;0;2;0;0;0;0;0;7;1;2;1;3;0;12
3302304;Laje do Muriaé;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3302403;Macaé;2018;2;Interior;18;1;0;1;3;50;15;0;65;20;3;7;2;0;0;0;0;0;7;10;9;1;9;4;68
3302452;Macuco;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2018;2;Baixada Fluminense;9;0;1;4;7;62;17;4;83;23;1;9;2;0;0;0;0;0;25;17;9;4;9;1;58
3302601;Mangaratiba;2018;2;Interior;4;0;0;0;3;8;6;0;14;6;1;1;0;0;0;0;1;0;0;15;3;1;6;0;17
3302700;Maricá;2018;2;Grande Niterói;8;1;1;1;6;55;11;0;66;31;0;3;4;0;0;0;1;0;6;16;10;1;5;2;83
3302809;Mendes;2018;2;Interior;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;6
3302858;Mesquita;2018;2;Baixada Fluminense;6;0;0;1;2;91;22;15;128;75;1;3;2;0;0;0;0;0;18;9;55;1;9;0;34
3302908;Miguel Pereira;2018;2;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;17
3303005;Miracema;2018;2;Interior;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7
3303104;Natividade;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8
3303203;Nilópolis;2018;2;Baixada Fluminense;1;0;0;0;5;163;45;7;215;89;5;7;0;0;0;0;1;0;87;8;33;7;25;3;76
3303302;Niterói;2018;2;Grande Niterói;14;0;1;2;23;339;60;24;423;171;18;44;7;0;0;0;3;3;89;59;66;10;42;13;219
3303401;Nova Friburgo;2018;2;Interior;1;0;1;0;2;17;1;0;18;0;0;2;1;0;0;0;0;0;3;14;20;3;11;0;61
3303500;Nova Iguaçu;2018;2;Baixada Fluminense;36;0;0;10;29;356;93;73;522;263;14;17;2;0;0;0;0;0;89;78;57;6;19;0;170
3303609;Paracambi;2018;2;Baixada Fluminense;0;0;0;0;0;6;1;0;7;3;2;2;0;0;0;0;0;0;2;0;2;1;1;0;12
3303708;Paraíba do Sul;2018;2;Interior;2;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;10
3303807;Paraty;2018;2;Interior;3;0;0;0;1;2;2;0;4;0;0;3;0;0;0;0;0;0;6;2;0;2;2;2;34
3303856;Paty do Alferes;2018;2;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2
3303906;Petrópolis;2018;2;Interior;2;0;1;0;7;10;1;0;11;0;1;1;1;0;0;0;0;0;4;13;24;6;29;1;88
3303955;Pinheiral;2018;2;Interior;0;0;0;0;5;3;0;0;3;0;0;0;0;0;0;0;0;0;1;3;2;0;2;0;6
3304003;Piraí;2018;2;Interior;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7
3304102;Porciúncula;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;11
3304110;Porto Real;2018;2;Interior;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13
3304128;Quatis;2018;2;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4
3304144;Queimados;2018;2;Baixada Fluminense;8;0;0;1;6;41;19;3;63;28;5;9;1;0;0;0;1;0;17;17;4;1;5;4;23
3304151;Quissamã;2018;2;Interior;1;0;0;0;1;2;0;0;2;1;0;0;1;0;0;0;0;0;0;1;2;0;1;3;6
3304201;Resende;2018;2;Interior;3;0;0;0;6;10;1;0;11;3;0;2;0;0;0;0;0;0;3;4;8;0;2;3;44
3304300;Rio Bonito;2018;2;Interior;0;0;0;0;2;8;1;0;9;5;1;0;0;0;0;0;0;0;3;7;1;0;2;0;9
3304409;Rio Claro;2018;2;Interior;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;2
3304508;Rio das Flores;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3304524;Rio das Ostras;2018;2;Interior;9;0;1;0;5;39;6;0;45;14;1;4;4;0;0;0;0;0;7;11;21;1;13;2;67
3304557;Rio de Janeiro;2018;2;Capital;119;2;8;27;134;3893;1324;560;5777;2363;364;279;39;1;0;0;41;1;2166;494;1678;451;1157;41;3504
3304607;Santa Maria Madalena;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
3304706;Santo Antônio de Pádua;2018;2;Interior;1;0;0;0;1;2;1;0;3;1;0;2;0;0;0;0;0;0;0;0;3;0;4;0;13
3304755;São Francisco de Itabapoana;2018;2;Interior;1;0;0;0;1;9;2;0;11;0;0;0;1;0;0;0;0;0;0;2;1;1;1;0;13
3304805;São Fidélis;2018;2;Interior;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;4;0;13
3304904;São Gonçalo;2018;2;Grande Niterói;27;0;1;17;29;517;138;71;726;543;135;55;11;0;1;0;3;0;178;78;54;11;31;2;162
3305000;São João da Barra;2018;2;Interior;0;0;0;0;0;15;3;0;18;3;0;0;2;0;0;0;0;0;3;10;4;0;4;1;36
3305109;São João de Meriti;2018;2;Baixada Fluminense;11;0;0;4;14;272;62;51;385;264;23;5;0;0;1;1;5;0;97;26;24;4;10;0;68
3305133;São José de Ubá;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3305158;São José do Vale do Rio Preto;2018;2;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;6
3305208;São Pedro da Aldeia;2018;2;Interior;9;0;0;1;3;13;3;1;17;4;2;1;0;0;0;0;0;0;3;6;4;0;4;1;31
3305307;São Sebastião do Alto;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3305406;Sapucaia;2018;2;Interior;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
3305505;Saquarema;2018;2;Interior;2;0;1;0;1;18;5;0;23;7;2;2;0;0;0;0;0;0;7;15;9;0;4;0;42
3305554;Seropédica;2018;2;Baixada Fluminense;2;0;0;0;3;24;3;0;27;15;5;2;4;0;0;0;1;0;9;1;2;0;3;0;21
3305604;Silva Jardim;2018;2;Interior;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;2
3305703;Sumidouro;2018;2;Interior;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9
3305752;Tanguá;2018;2;Interior;2;0;0;0;1;13;3;0;16;2;2;0;0;0;0;0;0;0;4;2;0;0;0;0;4
3305802;Teresópolis;2018;2;Interior;1;0;1;1;15;3;2;0;5;0;0;1;0;0;0;0;0;0;3;8;12;0;3;0;87
3305901;Trajano de Moraes;2018;2;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3306008;Três Rios;2018;2;Interior;2;0;0;0;3;3;2;0;5;0;0;4;0;0;0;0;0;0;1;9;2;0;4;2;51
3306107;Valença;2018;2;Interior;0;0;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;0;0;2;4;0;5;0;19
3306156;Varre-Sai;2018;2;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3306206;Vassouras;2018;2;Interior;0;0;0;0;4;3;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;7
3306305;Volta Redonda;2018;2;Interior;4;0;0;1;8;28;4;1;33;2;0;1;0;0;0;0;0;0;1;10;16;2;4;1;77
3300100;Angra dos Reis;2018;3;Interior;13;0;0;1;9;15;7;2;24;35;2;4;1;0;0;0;0;0;4;5;5;1;2;0;38
3300159;Aperibé;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
3300209;Araruama;2018;3;Interior;3;0;0;1;5;19;7;1;27;5;1;4;4;0;0;0;0;0;7;10;5;1;10;5;58
3300225;Areal;2018;3;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2018;3;Interior;0;0;0;0;1;7;0;0;7;3;0;0;0;0;0;0;0;0;12;6;2;2;5;0;44
3300258;Arraial do Cabo;2018;3;Interior;1;0;0;0;2;2;1;0;3;0;0;1;1;0;0;0;0;0;2;1;3;0;5;0;32
3300308;Barra do Piraí;2018;3;Interior;2;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;24
3300407;Barra Mansa;2018;3;Interior;2;0;0;1;2;10;2;0;12;3;1;3;0;0;0;0;0;0;3;4;4;1;9;0;37
3300456;Belford Roxo;2018;3;Baixada Fluminense;21;0;2;2;18;241;56;27;324;371;68;9;2;0;0;0;0;0;84;38;18;6;5;0;43
3300506;Bom Jardim;2018;3;Interior;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;2
3300605;Bom Jesus do Itabapoana;2018;3;Interior;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;10
3300704;Cabo Frio;2018;3;Interior;15;0;0;2;9;32;3;0;35;7;1;3;0;0;0;0;0;0;10;8;12;1;9;2;67
3300803;Cachoeiras de Macacu;2018;3;Interior;0;0;0;0;1;8;1;1;10;2;1;0;2;0;0;0;0;0;0;1;0;1;4;0;18
3300902;Cambuci;2018;3;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
3300936;Carapebus;2018;3;Interior;2;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
3301009;Campos dos Goytacazes;2018;3;Interior;28;0;0;0;11;105;23;4;132;16;2;16;4;0;0;0;0;0;18;10;33;14;20;3;167
3301108;Cantagalo;2018;3;Interior;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;3
3301157;Cardoso Moreira;2018;3;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3301207;Carmo;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;6
3301306;Casimiro de Abreu;2018;3;Interior;3;0;0;0;2;3;3;0;6;1;0;1;0;0;0;0;0;0;0;1;1;0;2;3;7
3301405;Conceição de Macabu;2018;3;Interior;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3
3301504;Cordeiro;2018;3;Interior;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;7
3301603;Duas Barras;2018;3;Interior;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
3301702;Duque de Caxias;2018;3;Baixada Fluminense;27;0;2;8;20;556;195;162;913;370;73;24;6;0;0;0;3;0;134;79;55;19;29;4;227
3301801;Engenheiro Paulo de Frontin;2018;3;Interior;0;0;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;3
3301850;Guapimirim;2018;3;Baixada Fluminense;4;0;0;0;1;4;4;1;9;12;1;0;1;0;0;0;0;0;2;3;1;0;1;0;17
3301876;Iguaba Grande;2018;3;Interior;1;0;0;0;1;6;0;0;6;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;14
3301900;Itaboraí;2018;3;Interior;22;0;1;2;16;153;25;28;206;114;17;21;4;0;0;1;0;0;30;17;13;2;3;0;60
3302007;Itaguaí;2018;3;Baixada Fluminense;2;0;0;3;6;34;9;10;53;25;1;2;0;0;0;0;0;0;12;8;7;3;5;0;32
3302056;Italva;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;7
3302106;Itaocara;2018;3;Interior;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;2;1;3
3302205;Itaperuna;2018;3;Interior;3;0;0;0;1;5;2;0;7;0;0;1;0;0;0;0;0;0;4;4;1;0;7;3;24
3302254;Itatiaia;2018;3;Interior;3;0;0;0;2;1;0;1;2;1;0;1;0;0;0;0;0;0;1;1;2;0;4;0;13
3302270;Japeri;2018;3;Baixada Fluminense;4;0;0;2;1;11;8;1;20;9;0;2;0;0;0;0;0;0;6;6;0;4;1;0;12
3302304;Laje do Muriaé;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302403;Macaé;2018;3;Interior;13;1;0;3;1;69;11;5;85;23;4;9;2;0;0;1;2;0;7;8;7;2;14;3;73
3302452;Macuco;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2018;3;Baixada Fluminense;8;0;0;2;9;107;21;8;136;24;2;10;4;0;0;0;1;1;20;8;14;5;5;2;58
3302601;Mangaratiba;2018;3;Interior;3;0;0;0;0;7;3;0;10;9;0;3;0;0;0;0;0;0;4;10;1;1;3;0;20
3302700;Maricá;2018;3;Grande Niterói;11;0;0;1;2;67;8;3;78;29;0;6;1;0;0;0;0;0;9;12;4;4;6;5;71
3302809;Mendes;2018;3;Interior;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3302858;Mesquita;2018;3;Baixada Fluminense;4;0;1;3;5;131;20;27;178;76;5;2;1;0;0;0;1;0;26;19;25;5;6;2;44
3302908;Miguel Pereira;2018;3;Interior;0;0;0;0;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;14
3303005;Miracema;2018;3;Interior;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;7
3303104;Natividade;2018;3;Interior;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;7
3303203;Nilópolis;2018;3;Baixada Fluminense;3;0;0;1;6;162;38;13;213;104;4;7;2;0;0;0;0;0;73;15;21;5;4;2;77
3303302;Niterói;2018;3;Grande Niterói;10;0;0;2;4;340;113;26;479;213;16;44;3;0;0;0;3;0;88;79;76;13;40;12;220
3303401;Nova Friburgo;2018;3;Interior;2;0;0;0;8;12;1;0;13;1;0;0;1;0;0;0;0;0;2;15;17;2;17;0;61
3303500;Nova Iguaçu;2018;3;Baixada Fluminense;42;0;2;7;38;395;103;103;601;314;34;16;2;0;0;0;1;0;108;87;70;12;33;4;163
3303609;Paracambi;2018;3;Baixada Fluminense;3;0;0;0;1;6;0;1;7;5;2;0;1;0;0;0;0;0;3;0;3;0;3;0;14
3303708;Paraíba do Sul;2018;3;Interior;1;0;0;0;3;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10
3303807;Paraty;2018;3;Interior;1;0;0;0;6;3;0;0;3;0;0;1;0;1;0;0;0;0;3;2;4;1;5;0;30
3303856;Paty do Alferes;2018;3;Interior;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3303906;Petrópolis;2018;3;Interior;5;0;0;0;11;9;4;1;14;3;3;2;1;0;0;0;0;0;1;9;21;12;27;1;106
3303955;Pinheiral;2018;3;Interior;0;0;0;0;3;3;1;0;4;0;0;0;1;0;0;0;0;0;3;2;0;0;1;0;15
3304003;Piraí;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;1;0;2;0;11
3304102;Porciúncula;2018;3;Interior;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9
3304110;Porto Real;2018;3;Interior;1;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
3304128;Quatis;2018;3;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2
3304144;Queimados;2018;3;Baixada Fluminense;11;0;0;5;3;53;29;5;87;23;2;7;0;0;0;1;0;0;12;18;3;2;7;0;32
3304151;Quissamã;2018;3;Interior;0;0;0;0;3;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;3;0;6
3304201;Resende;2018;3;Interior;4;0;1;0;5;17;7;1;25;2;1;2;2;0;0;0;0;0;10;5;3;4;8;0;48
